film_id,display_title,release_year,release_month_num,primary_genre,secondary_genre,sequel_flag,director,lead_actor_1,lead_actor_2,production_house,actor_rank_score,actor_tier_proxy,director_rank_score,director_tier_proxy,budget_cr,worldwide_gross_cr,verdict_raw,financial_data_confidence
BOLLY_2021_1247_atrangi_re,Atrangi Re,2021,12,Drama,,No,Aanand L. Rai,Dhanush,Sara Ali Khan,"T-Series Films, Colour Yellow Productions, Cape of Good Films, Disney+ Hotstar",,B,,,60.0,,,Missing/Partial
BOLLY_2021_1248_murder_at_teesri_manzil_302,Murder at Teesri Manzil 302,2021,12,Thriller,,No,Navneet Baj Saini,Irrfan Khan,Ranvir Shorey,ZEE5,2.9178,D,,,,,,Missing/Partial
BOLLY_2021_1249_waah_zindagi,Waah Zindagi,2021,12,Comedy,,No,Dinesh S Yadav,Naveen Kasturia,Plabita Borthakur,ZEE5,,,,,,,,Missing/Partial
BOLLY_2022_1250_36_farmhouse,36 Farmhouse,2022,1,Comedy,,No,Ram Ramesh Sharm,Vijay Raaz,Sanjay Mishra,"Mukta Arts, ZEE5",1.7737,D,,,,,,Missing/Partial
BOLLY_2022_1251_hai_tujhe_salaam_india,Hai Tujhe Salaam India,2022,1,Drama,,No,Avanish  Kumar,Aarya Babbar,Ajaz Khan,Redwood Productions,,D,,,,,,Missing/Partial
BOLLY_2022_1252_looop_lapeta,Looop Lapeta,2022,2,Action,,No,Aakash Bhatia,Taapsee Pannu,Tahir Raj Bhasin,"Sony Pictures India, Netflix",,B,,,,,,Missing/Partial
BOLLY_2022_1253_gehraiyaan,Gehraiyaan,2022,2,Drama,,No,Shakun Batra,Deepika Padukone,Siddhant Chaturvedi,"Viacom18 Studios, Dharma Productions, Amazon Prime Video",8.6272,C,,,,,,Missing/Partial
BOLLY_2022_1254_badhaai_do,Badhaai Do,2022,2,Comedy,,No,Harshavardhan Kulkarni,Rajkummar Rao,Bhumi Pednekar,Junglee Pictures,3.9271,D,,,25,28.33,hitFlop=2,High
BOLLY_2022_1255_a_thursday,A Thursday,2022,2,Action,,No,Behzad Khambata,Yami Gautam,Neha Dhupia,"RSVP Movies, Disney+ Hotstar",,D,,,,,,Missing/Partial
BOLLY_2022_1256_gangubai_kathiawadi,Gangubai Kathiawadi,2022,2,Drama,,No,Sanjay Leela Bhansali,Alia Bhatt,Ajay Devgn,Pen Studios,6.9416,C,4.922,D,100,209.77,hitFlop=4,High
BOLLY_2022_1257_love_hostel,Love Hostel,2022,2,Romance,,No,Shanker Raman,Sanya Malhotra,Vikrant Massey,"Red Chillies Entertainment, Drishyam Films, ZEE5",,D,,,,,,Missing/Partial
BOLLY_2022_1258_jhund,Jhund,2022,3,Social,,No,Nagraj Manjule,Amitabh Bachchan,Akash Thosar,T-Series Films,7.0113,B,,,22,15.16,hitFlop=1,High
BOLLY_2022_1259_toolsidas_junior,Toolsidas Junior,2022,3,Drama,,No,Mridul,Sanjay Dutt,Rajiv Kapoor,T-Series Films,5.0026,C,,,,,,Missing/Partial
BOLLY_2022_1260_radhe_shyam,Radhe Shyam,2022,3,Drama,,No,Radha Krishna Kumar,Prabhas,Pooja Hegde,T-Series Films,,B,,,200,140,hitFlop=1,High
BOLLY_2022_1261_the_kashmir_files,The Kashmir Files,2022,3,Drama,,No,Vivek Agnihotri,Mithun Chakraborty,Anupam Kher,Zee Studios,2.4335,D,,,15,340.92,hitFlop=5,High
BOLLY_2022_1262_bachchhan_paandey,Bachchhan Paandey,2022,3,Action,,No,Farhad Samji,Akshay Kumar,Kriti Sanon,Nadiadwala Grandson Entertainment,6.3805,C,,,130,73.17,hitFlop=1,High
BOLLY_2022_1263_jalsa,Jalsa,2022,3,Drama,,No,Suresh Triveni,Vidya Balan,Shefali Shah,"T-Series Films, Amazon Prime Video",6.0471,C,,,,,,Missing/Partial
BOLLY_2022_1264_sharmaji_namkeen,Sharmaji Namkeen,2022,3,Comedy,,No,Hitesh Bhatia,Rishi Kapoor,Paresh Rawal,"Excel Entertainment, Amazon Prime Video",4.4084,B,,,,,,Missing/Partial
BOLLY_2022_1265_kaun_pravin_tambe,Kaun Pravin Tambe?,2022,4,Drama,,No,Jayprad Desai,Shreyas Talpade,,"Fox Star Studios, Disney+ Hotstar",2.8077,D,,,,,,Missing/Partial
BOLLY_2022_1266_cobalt_blue,Cobalt Blue,2022,4,Drama,,No,Sachin Kundalkar,Prateik Babbar,Neil Bhoopalam,Netflix,,C,,,,,,Missing/Partial
BOLLY_2022_1267_dasvi,Dasvi,2022,4,Comedy,,No,Tushar Jalota,Abhishek Bachchan,Yami Gautam,"Jio Studios, Maddock Films, Netflix, JioCinema",5.2079,D,,,,,,Missing/Partial
BOLLY_2022_1268_hurdang,Hurdang,2022,4,Drama,,No,Nikhil Nagesh Bhat,Sunny Kaushal,Nushrratt Bharuccha,T-Series Films,,,,,,,,Missing/Partial
BOLLY_2022_1269_jersey,Jersey,2022,4,Drama,,No,Gowtam Tinnanuri,Shahid Kapoor,Mrunal Thakur,"Allu Entertainment, Dil Raju Production, Sithara Entertainments",5.7659,C,,,80,27.9,hitFlop=1,High
BOLLY_2022_1270_operation_romeo,Operation Romeo,2022,4,Romance,,No,Shashant Shah,Sidhant Gupta,Sharad Kelkar,"Reliance Entertainment, Plan C Studios",,,1.6956,D,,,,Missing/Partial
BOLLY_2022_1271_runway_34,Runway 34,2022,4,Thriller,,No,Ajay Devgn,Amitabh Bachchan,Ajay Devgn,Ajay Devgn FFilms,7.0113,B,,,100,53.77,hitFlop=1,High
BOLLY_2022_1272_heropanti_2,Heropanti 2,2022,4,Action,,No,Ahmed Khan,Tiger Shroff,Nawazuddin Siddiqui,Nadiadwala Grandson Entertainment,,B,,,70,35.13,hitFlop=1,High
BOLLY_2022_1273_mere_desh_ki_dharti,Mere Desh Ki Dharti,2022,1,Drama,,No,Faraz Haider,Divyenndu,Anupriya Goenka,Carnival Motion Pictures,,,,,,,,Missing/Partial
BOLLY_2022_1274_thar,Thar,2022,5,Action,,No,Raj Singh Chaudhary,Anil Kapoor,Harshvardhan Kapoor,Netflix,5.6087,C,,,,,,Missing/Partial
BOLLY_2022_1275_jayeshbhai_jordaar,Jayeshbhai Jordaar,2022,5,Comedy,,No,Divyang Thakkar,Ranveer Singh,Shalini Pandey,Yash Raj Films,6.0024,C,,,85,26.31,hitFlop=1,High
BOLLY_2022_1276_bhool_bhulaiyaa_2,Bhool Bhulaiyaa 2,2022,5,Comedy,,No,Anees Bazmee,Kartik Aaryan,Tabu,T-Series Films,,C,5.6076,C,65,266.88,hitFlop=5,High
BOLLY_2022_1277_dhaakad,Dhaakad,2022,5,Action,,No,Razy Ghai,Kangana Ranaut,Arjun Rampal,"Soham Rockstar Entertainment, Sohel Maklai Productions, Asylum Films",4.3605,D,,,85,3.77,hitFlop=1,High
BOLLY_2022_1278_anek,Anek,2022,5,Action,,No,Anubhav Sinha,Ayushmann Khurrana,,"T-Series Films, Benaras Media Works",,D,3.0566,D,40,11.1,hitFlop=1,High
BOLLY_2022_1279_love_in_ukraine,Love In Ukraine,2022,,Drama,,No,Nitin Kumar Gupta,Vipin Kaushik,Anastasia,"Neole Films, Kamal Entertainment",,,,,,,,Missing/Partial
BOLLY_2022_1280_dehati_disco,Dehati Disco,2022,5,Drama,,No,Manoj Sharma,Ganesh Acharya,Ravi Kishan,Panorama Studios,,D,,,,0.1,,Low
BOLLY_2022_1281_haemolymph,Haemolymph,2022,5,Drama,,No,Sudarshan Gamare,,,"Ticket Bari Productions, AB Films Entertainment, Adiman Films, ND9 Studios",,,,,,,,Missing/Partial
BOLLY_2022_1282_samrat_prithviraj,Samrat Prithviraj,2022,6,Action,,No,Chandraprakash Dwivedi,Akshay Kumar,Sanjay Dutt,Yash Raj Films,6.3805,C,,,150,90.32,hitFlop=1,High
BOLLY_2022_1283_major,Major,2022,5,Action,,No,Sashi Kiran Tikka,Adivi Sesh,Sobhita Dhulipala,"Sony Pictures India, G. Mahesh Babu Entertainment",,C,,,32,64,hitFlop=4,High
BOLLY_2022_1284_janhit_mein_jaari,Janhit Mein Jaari,2022,6,Comedy,,No,Jai Basantu Singh,Nushrratt Bharuccha,,"Bhanushali Studios, Think Ink Picturez, Shree Raghav Entertainment, Take 9 Entertainment",,,,,12,5.12,hitFlop=1,High
BOLLY_2022_1285_ardh,Ardh,2022,6,Drama,,No,Palash Muchhal,Rajpal Yadav,Rubina Dilaik,ZEE5,2.3783,D,,,,,,Missing/Partial
BOLLY_2022_1286_nikamma,Nikamma,2022,6,Action,,No,Sabbir Khan,Abhimanyu Dassani,Shirley Setia,Sony Pictures India,,,,,22,1.77,hitFlop=1,High
BOLLY_2022_1287_jugjugg_jeeyo,Jugjugg Jeeyo,2022,6,Comedy,,No,Raj Mehta,Anil Kapoor,Neetu Kapoor,"Viacom18 Studios, Dharma Productions",5.6087,C,,,120,140.13,hitFlop=2,High
BOLLY_2022_1288_forensic,Forensic,2022,6,Thriller,,No,Vishal Furia,Vikrant Massey,Radhika Apte,ZEE5,,A,,,,,,Missing/Partial
BOLLY_2022_1289_rashtra_kavach_om,Rashtra Kavach Om,2022,7,Action,,No,Kapil Verma,Aditya Roy Kapur,Sanjana Sanghi,Zee Studios,,C,,,,9.01,,Low
BOLLY_2022_1290_jaadugar,Jaadugar,2022,7,Drama,,No,Sameer Saxena,Jitendra Kumar,Jaaved Jaaferi,Netflix,,,,,,,,Missing/Partial
BOLLY_2022_1291_judaa_hoke_bhi,Judaa Hoke Bhi,2022,7,Romance,,No,Vikram Bhatt,Akshay Oberoi,Aindrita Ray,K Sera Sera Box Office,,D,2.9028,D,,0.25,,Low
BOLLY_2022_1292_shabaash_mithu,Shabaash Mithu,2022,7,Drama,,No,Srijit Mukherji,Taapsee Pannu,,Viacom18 Studios,,B,,,48,2.89,hitFlop=1,High
BOLLY_2022_1293_rk_rkay,RK/RKay,2022,5,Comedy,,No,Rajat Kapoor,Rajat Kapoor,Mallika Sherawat,"Nflicks, Mithya Talkies, Priyanshi Films",2.737,D,2.0954,D,,,,Missing/Partial
BOLLY_2022_1294_shamshera,Shamshera,2022,7,Action,,No,Karan Malhotra,Ranbir Kapoor,Sanjay Dutt,Yash Raj Films,7.6986,B,,,150,63.58,hitFlop=1,High
BOLLY_2022_1295_ek_villain_returns,Ek Villain Returns,2022,7,Action,,No,Mohit Suri,John Abraham,Arjun Kapoor,"T-Series Films, Balaji Motion Pictures",7.1193,D,4.931,D,80,68.64,hitFlop=1,High
BOLLY_2022_1296_good_luck_jerry,Good Luck Jerry,2022,7,Comedy,,No,Sidharth Sengupta,Janhvi Kapoor,Deepak Dobriyal,"Lyca Productions, Mahaveer Jain Films, Colour Yellow Productions, Disney+ Hotstar",,D,,,,,,Missing/Partial
BOLLY_2022_1297_odd_couple,Odd Couple,2022,8,Comedy,,No,Prashant Johari,Divyenndu,Suchitra Krishnamoorthi,Amazon Prime Video,,C,,,,,,Missing/Partial
BOLLY_2022_1298_darlings,Darlings,2022,8,Comedy,,No,Jasmeet K Reen,Alia Bhatt,Shefali Shah,"Red Chillies Entertainment, Netflix",6.9416,C,,,,,,Missing/Partial
BOLLY_2022_1299_laal_singh_chaddha,Laal Singh Chaddha,2022,8,Comedy,,No,Advait Chandan,Aamir Khan,Kareena Kapoor,"Paramount Pictures, Viacom18 Studios",10,A,,,180,130,hitFlop=1,High
BOLLY_2022_1300_raksha_bandhan,Raksha Bandhan,2022,8,Comedy,,No,Aanand L. Rai,Akshay Kumar,Bhumi Pednekar,"Zee Studios, Colour Yellow Productions, Cape of Good Films",6.3805,C,,,70,61.61,hitFlop=1,High
BOLLY_2022_1301_dobaaraa,Dobaaraa,2022,6,Drama,,No,Anurag Kashyap,Taapsee Pannu,Pavail Gulati,Balaji Motion Pictures,,B,3.0408,D,30,6.77,hitFlop=1,High
BOLLY_2022_1302_liger,Liger,2022,8,Action,,No,Puri Jagannadh,Vijay Deverakonda,Ananya Pandey,Dharma Productions,,,,,125,60.8,hitFlop=1,High
BOLLY_2022_1303_holy_cow,Holy Cow,2022,8,Comedy,,No,Sai Kabir,Sanjay Mishra,Tigmanshu Dhulia,K Sera Sera Box Office,2.494,D,,,,,,Missing/Partial
BOLLY_2022_1304_cuttputlli,Cuttputlli,2022,9,Thriller,,No,Ranjit M Tewari,Akshay Kumar,Rakul Preet Singh,"Pooja Entertainment, Disney+Hotstar",6.3805,C,,,150,,,Low
BOLLY_2022_1305_jahaan_chaar_yaar,Jahaan Chaar Yaar,2022,9,Comedy,,No,Kamal Pandey,Swara Bhasker,Meher Vij,Pen Marudhar,,,,,,,,Missing/Partial
BOLLY_2022_1306_jogi,Jogi,2022,9,Drama,,No,Ali Abbas Zafar,Diljit Dosanjh,Kumud Mishra,"AAZ Films, Netflix",,C,,,,,,Missing/Partial
BOLLY_2022_1307_matto_ki_saikil,Matto Ki Saikil,2022,9,Drama,,No,M. Gani,Prakash Jha,,"Prakash Jha Productions, Shivdeva Films",,B,,,,,,Missing/Partial
BOLLY_2022_1308_middle_class_love,Middle Class Love,2022,9,Comedy,,No,Rantnaa Sinha,Kavya Thapar,Eisha Singh,"Zee Studios, Benaras Media Works",,,,,,,,Missing/Partial
BOLLY_2022_1309_saroj_ka_rishta,Saroj Ka Rishta,2022,9,Comedy,,No,Abhishek Saxena,Kumud Mishra,Gaurav Pandey,"Kapoor Films, Aena Productions, Ambi Abhi Productions, Garg Films",,,,,,,,Missing/Partial
BOLLY_2022_1310_siya,Siya,2022,9,Drama,,No,Manish Mundra,Viineet Kumar Singh,,"Drishyam Films, Panorama Studios",,,,,,,,Missing/Partial
BOLLY_2022_1311_atithi_bhooto_bhava,Atithi Bhooto Bhava,2022,9,Comedy,,No,Hardik Gajjar,Jackie Shroff,Pratik Gandhi,"Pen Studios, ZEE5",2.6163,D,,,,,,Missing/Partial
BOLLY_2022_1312_babli_bouncer,Babli Bouncer,2022,9,Drama,,No,Madhur Bhandarkar,Tamannaah,,"Star Studios, Junglee Pictures, Disney+ Hotstar",,,3.2787,D,,,,Missing/Partial
BOLLY_2022_1313_ishq_pashmina,Ishq Pashmina,2022,9,Drama,,No,Arvind Pandey,Zarina Wahab,,Panorama Studios,,,,,,,,Missing/Partial
BOLLY_2022_1314_plan_a_plan_b,Plan A Plan B,2022,9,Comedy,,No,Shashanka Ghosh,Riteish Deshmukh,Tamannaah,Netflix,,,1.5653,D,,,,Missing/Partial
BOLLY_2022_1315_vikram_vedha,Vikram Vedha,2022,9,Action,,No,Pushkar–Gayathri,Saif Ali Khan,Hrithik Roshan,"T-Series Films, Reliance Entertainment, YNOT Studios",5.7211,A,,,100,135.03,hitFlop=2,High
BOLLY_2022_1316_maja_ma,Maja Ma,2022,10,Drama,,No,Anand Tiwari,Madhuri Dixit,Gajraj Rao,Amazon Prime Video,4.8334,C,,,,,,Missing/Partial
BOLLY_2022_1317_goodbye,Goodbye,2022,10,Comedy,,No,Vikas Bahl,Amitabh Bachchan,Neena Gupta,Balaji Motion Pictures,7.0113,B,,,,9.66,,Low
BOLLY_2022_1318_nazar_andaaz,Nazar Andaaz,2022,10,Comedy,,No,Vikrant Deshmukh,Kumud Mishra,Divya Dutta,T-Series Films,,D,,,,,,Missing/Partial
BOLLY_2022_1319_doctor_g,Doctor G,2022,10,Comedy,,No,Anubhuti Kashyap,Ayushmann Khurrana,Rakul Preet Singh,Junglee Pictures,,D,,,,,,Missing/Partial
BOLLY_2022_1320_ram_setu,Ram Setu,2022,10,Action,,No,Abhishek Sharma,Akshay Kumar,Jacqueline Fernandez,"Amazon Prime Video, Cape of Good Films, Lyca Productions",6.3805,C,,,150,92.94,hitFlop=1,High
BOLLY_2022_1321_thank_god,Thank God,2022,10,Comedy,,No,Indra Kumar,Ajay Devgn,Sidharth Malhotra,T-Series Films,6.8713,C,4.1206,D,100,48.92,hitFlop=1,High
BOLLY_2022_1322_tara_vs_bilal,Tara Vs Bilal,2022,10,Comedy,,No,Samar Iqbal,Harshvardhan Rane,,T-Series Films,,,,,,,,Missing/Partial
BOLLY_2022_1323_phone_bhoot,Phone Bhoot,2022,11,Comedy,,No,Gurmmeet Singh,Katrina Kaif,Ishaan Khatter,Excel Entertainment,8.9485,C,,,45,18.73,hitFlop=1,High
BOLLY_2022_1324_double_xl,Double XL,2022,11,Comedy,,No,Satramm Ramani,Sonakshi Sinha,Huma Qureshi,T-Series Films,6.9519,A,,,,1.12,,Low
BOLLY_2022_1325_mili,Mili,2022,11,Thriller,,No,Mathukutty Xavier,Janhvi Kapoor,Manoj Pahwa,Zee Studios,,,,,,,,Missing/Partial
BOLLY_2022_1326_tadka,Tadka,2022,11,Drama,,No,Prakash Raj,Nana Patekar,Shriya Saran,ZEE5,4.0525,D,,,,,,Missing/Partial
BOLLY_2022_1327_rocket_gang,Rocket Gang,2022,11,Comedy,,No,Bosco Martis,Aditya Seal,Nikita Dutta,Zee Studios,,D,,,,,,Missing/Partial
BOLLY_2022_1328_uunchai,Uunchai,2022,11,Drama,,No,Sooraj Barjatya,Amitabh Bachchan,Anupam Kher,"Rajshri Productions, Mahaveer Jain Films",7.0113,B,,,,48.99,,Low
BOLLY_2022_1329_monica_o_my_darling,"Monica, O My Darling",2022,11,Comedy,,No,Vasan Bala,Rajkummar Rao,Huma Qureshi,Netflix,3.9271,D,,,,,,Missing/Partial
BOLLY_2022_1330_drishyam_2,Drishyam 2,2022,11,Drama,,No,Abhishek Pathak,Ajay Devgn,Akshaye Khanna,"T-Series Films, Viacom18 Studios, Panorama Studios",6.8713,C,,,50,345,hitFlop=5,High
BOLLY_2022_1331_mister_mummy,Mister Mummy,2022,11,Comedy,,No,Shaad Ali,Riteish Deshmukh,Genelia Deshmukh,T-Series Films,,,5.2612,C,,,,Missing/Partial
BOLLY_2022_1332_bhediya,Bhediya,2022,11,Comedy,,No,Amar Kaushik,Varun Dhawan,Kriti Sanon,Maddock Films,4.74,D,,,60,89.97,hitFlop=2,High
BOLLY_2022_1333_qala,Qala,2022,12,Drama,,No,Anvita Dutt,Tripti Dimri,Swastika Mukherjee,"Clean Slate Filmz, Netflix",,,,,,,,Missing/Partial
BOLLY_2022_1334_an_action_hero,An Action Hero,2022,12,Action,,No,Anirudh Iyer,Ayushmann Khurrana,Jaideep Ahlawat,"T-Series Films, Colour Yellow Productions",,D,,,,,,Missing/Partial
BOLLY_2022_1335_freddy,Freddy,2022,12,Romance,,No,Shashanka Ghosh,Kartik Aaryan,Alaya F,"Balaji Motion Pictures, Disney+ Hotstar",,,1.5653,D,,,,Missing/Partial
BOLLY_2022_1336_india_lockdown,India Lockdown,2022,12,Drama,,No,Madhur Bhandarkar,Shweta Basu Prasad,Aahana Kumra,"Pen Studios, ZEE5",,,3.2787,D,,,,Missing/Partial
BOLLY_2022_1337_salaam_venky,Salaam Venky,2022,12,Drama,,No,Revathi,Kajol,Vishal Jethwa,"Sony Pictures Releasing International India, Zee Studios",7.2516,B,,,,1.99,,Low
BOLLY_2022_1338_vadh,Vadh,2022,12,Thriller,,No,Jaspal Singh Sandhu,Sanjay Mishra,Neena Gupta,Luv Films,2.494,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2022_1339_maarrich,Maarrich,2022,12,Thriller,,No,Dhruv Lather,Tusshar Kapoor,Naseeruddin Shah,"Tusshar Entertainment House, NH Studioz",3.8353,D,,,,,,Missing/Partial
BOLLY_2022_1340_blurr,Blurr,2022,12,Thriller,,No,Ajay Bahl,Taapsee Pannu,Gulshan Devaiah,"Zee Studios, ZEE5",,B,,,,,,Missing/Partial
BOLLY_2022_1341_govinda_naam_mera,Govinda Naam Mera,2022,12,Comedy,,No,Shashank Khaitan,Vicky Kaushal,Kiara Advani,"Viacom18 Studios, Dharma Productions",,D,,,,,,Missing/Partial
BOLLY_2022_1342_ajay_wardhan,Ajay Wardhan,2022,12,Drama,,No,Pragati Agarwal,Ruslaan Mumtaz,Arjumman Mughal,"Dushyant Corporation, Prasidh Eklavaya Entertainment",,,,,,,,Missing/Partial
BOLLY_2022_1343_trahimam,Trahimam,2022,12,Drama,,No,Dushyant Pratap Singh,Arshi Khan,Pankaj Berry,Dushyant Corporation,,D,,,,,,Missing/Partial
BOLLY_2022_1344_cirkus,Cirkus,2022,12,Comedy,,No,Rohit Shetty,Ranveer Singh,Pooja Hegde,"T-Series Films, Reliance Entertainment",6.0024,C,6.8376,C,150,61.47,hitFlop=1,High
BOLLY_2022_1345_dedh_lakh_ka_dulha,Dedh Lakh Ka Dulha,2022,12,Comedy,,No,Abhay Pratap Singh,Akhilendra Mishra,Ishtiyak Khan,KK Films Creations,,,,,,,,Missing/Partial
BOLLY_2023_1346_kuttey,Kuttey,2023,1,Action,,No,Aasmaan Bhardwaj,Arjun Kapoor,Tabu,"T-Series Films, Luv Films",6.5059,C,,,80,4.65,hitFlop=1,High
BOLLY_2023_1347_lakadbaggha,Lakadbaggha,2023,12,Action,,No,Victor Mukherjee,Anshuman Jha,Riddhi Dogra,First Ray Films,,D,,,,,,Missing/Partial
BOLLY_2023_1348_mission_majnu,Mission Majnu,2023,1,Action,,No,Shantanu Bagchi,Sidharth Malhotra,Rashmika Mandanna,"RSVP Movies, Netflix",,C,,,,,,Missing/Partial
BOLLY_2023_1349_chhatriwali,Chhatriwali,2023,1,Comedy,,No,Tejas Deoskar,Rakul Preet Singh,Sumeet Vyas,"RSVP Movies, ZEE5",,C,,,,,,Missing/Partial
BOLLY_2023_1350_pathaan,Pathaan,2023,1,Action,,No,Siddharth Anand,Shah Rukh Khan,John Abraham,Yash Raj Films,9.2267,A,5.6148,C,250,1050.5,hitFlop=5,High
BOLLY_2023_1351_gandhi_godse_ek_yudh,Gandhi Godse – Ek Yudh,2023,1,Drama,,No,Rajkumar Santoshi,Deepak Antani,Chinmay Mandlekar,PVR Pictures,,,2.744,D,,,,Missing/Partial
BOLLY_2023_1352_operation_fryday,Operation Fryday,2023,1,Drama,,No,Vishram Sawant,Randeep Hooda,,Tutri Ventures,3.739,D,,,,,,Missing/Partial
BOLLY_2023_1353_almost_pyaar_with_dj_mohabbat,Almost Pyaar with DJ Mohabbat,2023,2,Drama,,No,Anurag Kashyap,Alaya F,,Zee Studios,,,3.0408,D,,0.25,,Low
BOLLY_2023_1354_faraaz,Faraaz,2023,2,Action,,No,Hansal Mehta,Zahan Kapoor,Aditya Rawal,"T-Series Films, Benaras Media Works",,,1.4466,D,,,,Missing/Partial
BOLLY_2023_1355_shiv_shastri_balboa,Shiv Shastri Balboa,2023,2,Drama,,No,Ajayan Venugopalan,Anupam Kher,Neena Gupta,"UFI Motion Pictures, Anupam Kher Studio",3.4477,D,,,,,,Missing/Partial
BOLLY_2023_1356_the_tenant,The Tenant,2023,2,Drama,,No,Sushrut Jain,Shamita Shetty,,Mad Coolie Productions,,D,,,,,,Missing/Partial
BOLLY_2023_1357_lost,Lost,2023,2,Thriller,,No,Aniruddha Roy Chowdhury,Yami Gautam,Rahul Khanna,"Zee Studios, ZEE5",,D,,,,,,Missing/Partial
BOLLY_2023_1358_shehzada,Shehzada,2023,2,Action,,No,Rohit Dhawan,Kartik Aaryan,Kriti Sanon,"T-Series Films, Allu Entertainment, Haarika & Hassine Creations",,C,,,65,47.43,hitFlop=1,High
BOLLY_2023_1359_selfiee,Selfiee,2023,2,Action,,No,Raj Mehta,Akshay Kumar,Emraan Hashmi,"Star Studios, Dharma Productions, Cape of Good Films",6.3805,C,,,100,23.63,hitFlop=1,High
BOLLY_2023_1360_rabia_olivia,Rabia & Olivia,2023,2,Drama,,No,Shadab Khan,Sheeba Chadha,,Disney+ Hotstar,,,,,,,,Missing/Partial
BOLLY_2023_1361_gulmohar,Gulmohar,2023,3,Drama,,No,Rahul V. Chittella,Manoj Bajpayee,Sharmila Tagore,"Star Studios, Disney+ Hotstar",2.1847,D,,,,,,Missing/Partial
BOLLY_2023_1362_incar,InCar,2023,3,Drama,,No,Harsh Warrdhan,Ritika Singh,,Inbox Pictures,,C,,,,,,Missing/Partial
BOLLY_2023_1363_tu_jhoothi_main_makkaar,Tu Jhoothi Main Makkaar,2023,3,Comedy,,No,Luv Ranjan,Ranbir Kapoor,Shraddha Kapoor,"T-Series Films, Luv Films",7.6986,B,,,165,220.1,hitFlop=2,High
BOLLY_2023_1364_mrs_chatterjee_vs_norway,Mrs. Chatterjee vs Norway,2023,3,Drama,,No,Ashima Chibber,Rani Mukerji,,"Zee Studios, Emmay Entertainment",3.932,D,,,29,36.53,hitFlop=2,High
BOLLY_2023_1365_zwigato,Zwigato,2023,3,Drama,,No,Nandita Das,Kapil Sharma,Shahana Goswami,Applause Entertainment,,D,,,,2,,Low
BOLLY_2023_1366_am_i_next,Am I Next,2023,3,Drama,,No,Rahat Kazmi,Anushka Sen,,"Rahat Kazmi Film Studios, Loop Pool Films, and Piku Art's",,,1.0545,D,,,,Missing/Partial
BOLLY_2023_1367_chor_nikal_ke_bhaga,Chor Nikal Ke Bhaga,2023,3,Drama,,No,Ajay Singh,Yami Gautam,Sharad Kelkar,"Maddock Films, Netflix",,D,,,,,,Missing/Partial
BOLLY_2023_1368_bheed,Bheed,2023,3,Drama,,No,Anubhav Sinha,Rajkummar Rao,Bhumi Pednekar,"Reliance Entertainment, Benaras Media Works",3.9271,D,3.0566,D,,3.33,,Low
BOLLY_2023_1369_kanjoos_makhichoos,Kanjoos Makhichoos,2023,3,Comedy,,No,Vipul Mehta,Kunal Khemu,Shweta Tripathi,ZEE5,3.1566,D,,,,,,Missing/Partial
BOLLY_2023_1370_bholaa,Bholaa,2023,3,Action,,No,Ajay Devgn,Tabu,,"T-Series Films, Reliance Entertainment, Dream Warrior Pictures, Ajay Devgn FFilms",5.0682,C,,,100,111.64,hitFlop=2,High
BOLLY_2023_1371_gaslight,Gaslight,2023,3,Thriller,,No,Pawan Kripalani,Vikrant Massey,Sara Ali Khan,"Tips Industries, Disney+ Hotstar",,A,,,,,,Missing/Partial
BOLLY_2023_1372_gumraah,Gumraah,2023,4,Action,,No,Vardhan Ketkar,Aditya Roy Kapur,Mrunal Thakur,T-Series Films,,C,,,25,10.68,hitFlop=1,High
BOLLY_2023_1373_mrs_undercover,Mrs. Undercover,2023,4,Comedy,,No,Anushree Mehta,Radhika Apte,Rajesh Sharma,"B4U Motion Pictures, ZEE5",,D,,,,,,Missing/Partial
BOLLY_2023_1374_sir_madam_sarpanch,Sir Madam Sarpanch,2023,4,Drama,,No,Praveen Morchhale,Seema Biswas,,Suncal Productions International,1.9546,D,,,,,,Missing/Partial
BOLLY_2023_1375_pinky_beauty_parlour,Pinky Beauty Parlour,2023,4,Comedy,,No,Akshay Singh,Sulagna Panigrahi,,"Pen Studios, Cinépolis India",,,,,,,,Missing/Partial
BOLLY_2023_1376_kisi_ka_bhai_kisi_ki_jaan,Kisi Ka Bhai Kisi Ki Jaan,2023,4,Action,,No,Farhad Samji,Salman Khan,Pooja Hegde,"Zee Studios, Salman Khan Films",9.2082,D,,,130,182,hitFlop=2,High
BOLLY_2023_1377_bad_boy,Bad Boy,2023,4,Comedy,,No,Rajkumar Santoshi,Saswata Chatterjee,Darshan Jariwala,Inbox Pictures,,D,2.744,D,,,,Missing/Partial
BOLLY_2023_1378_u_turn,U-Turn,2023,4,Thriller,,No,Arif Khan,Alaya F,Priyanshu Painyuli,"Balaji Telefilms, ZEE5",,,,,,,,Missing/Partial
BOLLY_2023_1379_mother_teresa_me,Mother Teresa & Me,2023,5,Drama,,No,Kamal Musale,Deepti Naval,Banita Sandhu,"Curry Western Movies, Les Films du Lotus, Kavita Teresa Film",,D,,,,,,Missing/Partial
BOLLY_2023_1380_afwaah,Afwaah,2023,5,Thriller,,No,Sudhir Mishra,Nawazuddin Siddiqui,Bhumi Pednekar,Benaras Media Works,3.7877,D,1.6302,D,,,,Missing/Partial
