film_id,display_title,release_year,release_month_num,primary_genre,secondary_genre,sequel_flag,director,lead_actor_1,lead_actor_2,production_house,actor_rank_score,actor_tier_proxy,director_rank_score,director_tier_proxy,budget_cr,worldwide_gross_cr,verdict_raw,financial_data_confidence
BOLLY_2011_0137_satrangee_parachute,Satrangee Parachute,2011,2,Drama,,No,Vineet Khetrapal,Jackie Shroff,Kay Kay Menon,,2.6163,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0138_yeh_faasley,Yeh Faasley,2011,3,Thriller,,No,Yogesh Mittal,Anupam Kher,Pavan Malhotra,,3.4477,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0139_happy_husbands,Happy Husbands,2011,3,Comedy,,No,Anay,Kurush Deboo,,,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0140_monica,Monica,2011,,Drama,,No,Sushen Bhatnagar,Divya Dutta,Ashutosh Rana,,2.3769,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0141_game,Game,2011,4,Action,,No,Abhinay Deo,Abhishek Bachchan,Kangana Ranaut,"Eros International, Excel Entertainment",5.2079,D,,,24,12.87,hitFlop=1,High
BOLLY_2011_0142_f_a_l_t_u,F.A.L.T.U,2011,4,Comedy,,No,Remo D'Souza,Jackky Bhagnani,Puja Gupta,Pooja Entertainment,,,,,20,,hitFlop=4,Low
BOLLY_2011_0143_memories_in_march,Memories in March,2011,4,Drama,,No,Sanjoy Nag,Deepti Naval,Rituparno Ghosh,,,D,,,,,,Missing/Partial
BOLLY_2011_0144_thank_you,Thank You,2011,4,Comedy,,No,Anees Bazmee,Akshay Kumar,Bobby Deol,"UTV Motion Pictures, Hari Om Entertainment",6.3805,C,5.6076,C,60,104,hitFlop=3,High
BOLLY_2011_0145_teen_thay_bhai,Teen Thay Bhai,2011,4,Drama,,No,Mirgdeep Singh Lamba,Om Puri,Shreyas Talpade,PVR Pictures,4.1779,D,,,8,,hitFlop=1,Low
BOLLY_2011_0146_dum_maaro_dum,Dum Maaro Dum,2011,4,Action,,No,Rohan Sippy,Abhishek Bachchan,Bipasha Basu,"Fox Star Studios, Cheyenne Enterprises",5.2079,D,2.7859,D,31,51.1,hitFlop=3,High
BOLLY_2011_0147_zokkomon,Zokkomon,2011,4,Action,,No,Satyajit Bhatkal,Darsheel Safary,Anupam Kher,Walt Disney Pictures,,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0148_shor_in_the_city,Shor in the City,2011,4,Comedy,,No,"Raj Nidimoru, Krishna Dk",Tusshar Kapoor,Preeti Desai,Balaji Motion Pictures,3.8353,D,,,3,4.39,hitFlop=2,High
BOLLY_2011_0149_chalo_dilli,Chalo Dilli,2011,4,Comedy,,No,Shashant Shah,Lara Dutta,Vinay Pathak,Eros International,,C,1.6956,D,,,hitFlop=3,Missing/Partial
BOLLY_2011_0150_i_am,I Am,2011,4,Drama,,No,Onir,Sanjay Suri,Radhika Apte,Anticlock Films,1.9321,D,,,1.75,0.67,hitFlop=1,High
BOLLY_2011_0151_naughty_40,Naughty @ 40,2011,4,Comedy,,No,Jagmohan Mundhra,Govinda,Yuvika Chaudhary,,4.7856,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0152_luv_ka_the_end,Luv Ka The End,2011,5,Comedy,,No,Bumpy,Shraddha Kapoor,Taaha Shah,Y-Films,3.3695,D,,,,,hitFlop=2,Missing/Partial
BOLLY_2011_0153_haunted_3d,Haunted – 3D,2011,5,Thriller,,No,Vikram Bhatt,Mahakshay Chakraborty,Twinkle Bajpai,DAR Motion Pictures,,,2.9028,D,13,36,hitFlop=4,High
BOLLY_2011_0154_love_u_mr_kalakaar,Love U...Mr. Kalakaar!,2011,5,Comedy,,No,S. Manasvi,Tusshar Kapoor,Amrita Rao,Rajshri Productions,3.8353,D,,,,,,Missing/Partial
BOLLY_2011_0155_ragini_mms,Ragini MMS,2011,5,Thriller,,No,Pawan Kripalani,Kainaz Motivala,Rajkummar Rao,Balaji Motion Pictures,,D,,,13,90,hitFlop=5,High
BOLLY_2011_0156_shagird,Shagird,2011,5,Action,,No,Tigmanshu Dhulia,Nana Patekar,Zakir Hussain,Reliance Entertainment,4.0525,D,1.6059,D,,,hitFlop=1,Missing/Partial
BOLLY_2011_0157_stanley_ka_dabba,Stanley Ka Dabba,2011,5,Drama,,No,Amole Gupte,Divya Dutta,,Fox Star Studios,2.3769,D,,,4.5,7.63,hitFlop=3,High
BOLLY_2011_0158_404,404,2011,5,Drama,,No,Prawaal Raman,Imaad Shah,Nishikant Kamat,,,,,,,,,Missing/Partial
BOLLY_2011_0159_crackers,Crackers,2011,5,Drama,,No,Anil Goyal,Smilie Suri,,,,,,,,,,Missing/Partial
BOLLY_2011_0160_pyaar_ka_punchnama,Pyaar Ka Punchnama,2011,5,Comedy,,No,Luv Ranjan,Kartik Aaryan,Divyendu Sharma,Viacom18 Motion Pictures,,,,,3,17.5,hitFlop=5,High
BOLLY_2011_0161_kucch_luv_jaisaa,Kucch Luv Jaisaa,2011,5,Drama,,No,Barnali Ray Shukla,Rahul Bose,Shefali Shah,,2.3217,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0162_shaitan,Shaitan,2011,6,Comedy,,No,Bejoy Nambiar,Rajeev Khandelwal,Kalki Koechlin,"Viacom18 Motion Pictures, Anurag Kashyap Films",1.5575,D,,,,,hitFlop=2,Missing/Partial
BOLLY_2011_0163_bheja_fry_2,Bheja Fry 2,2011,6,Comedy,,No,Sagar Ballary,Vinay Pathak,Minissha Lamba,,3.1247,D,2.74,D,,,hitFlop=3,Missing/Partial
BOLLY_2011_0164_always_kabhi_kabhi,Always Kabhi Kabhi,2011,6,Comedy,,No,Roshan Abbas,Ali Fazal,Giselli Monteiro,"Eros International, Red Chillies Entertainment",1.9757,C,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0165_bhindi_baazaar_inc,Bhindi Baazaar Inc.,2011,6,Thriller,,No,Ankush Bhatt,Kay Kay Menon,Piyush Mishra,,2.6256,D,,,5,1.19,hitFlop=1,High
BOLLY_2011_0166_bin_bulaye_baraati,Bin Bulaye Baraati,2011,6,Action,,No,Chandrakant Singh,Mallika Sherawat,Rati Agnihotri,,4.0848,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0167_double_dhamaal,Double Dhamaal,2011,6,Comedy,,No,Indra Kumar,Sanjay Dutt,Arshad Warsi,Reliance Entertainment,5.0026,C,4.1206,D,,70.54,,Low
BOLLY_2011_0168_bbuddah_hoga_terra_baap,Bbuddah... Hoga Terra Baap,2011,7,Action,,No,Puri Jagannadh,Amitabh Bachchan,Hema Malini,Viacom18 Motion Pictures,7.0113,B,,,,,hitFlop=2,Missing/Partial
BOLLY_2011_0169_chillar_party,Chillar Party,2011,7,Comedy,,No,Vikas Bahl | Nitesh Tiwari,Irrfan Khan,Pankaj Tripathi,"UTV Spotboy, Phantom Films",2.9178,D,,,,,hitFlop=2,Missing/Partial
BOLLY_2011_0170_khap,Khap,2011,7,Drama,,No,Ajai Sinha,Om Puri,Govind Namdev,,4.1779,D,1.0186,D,,,hitFlop=1,Missing/Partial
BOLLY_2011_0171_gandhi_to_hitler,Gandhi to Hitler,2011,2,Drama,,No,Rakesh Ranjan Kumar,Neha Dhupia,Raghubir Yadav,,2.9213,B,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0172_bubble_gum,Bubble Gum,2011,7,Comedy,,No,Sanjivan Lal,Sachin Khedekar,Tanvi Azmi,,2.0741,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0173_chala_mussaddi_office_office,Chala Mussaddi... Office Office,2011,8,Comedy,,No,Rajiv Mehra,Pankaj Kapur,Manoj Pahwa,,,D,,,6.5,1.4,hitFlop=1,High
BOLLY_2011_0174_i_am_kalam,I Am Kalam,2011,5,Drama,,No,Nila Madhab Panda,Gulshan Grover,,,2.2064,D,,,3,6,hitFlop=4,High
BOLLY_2011_0175_aarakshan,Aarakshan,2011,8,Drama,,No,Prakash Jha,Amitabh Bachchan,Saif Ali Khan,Reliance Entertainment,7.0113,B,3.6075,D,53,64.5,hitFlop=2,High
BOLLY_2011_0176_phhir,Phhir,2011,8,Thriller,,No,Girish Dhamija,Adah Sharma,Roshni Chopra,Reliance Entertainment,,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0177_chatur_singh_two_star,Chatur Singh Two Star,2011,8,Action,,No,Ajay Chandok,Sanjay Dutt,Ameesha Patel,,5.0026,C,,,25,,hitFlop=1,Low
BOLLY_2011_0178_not_a_love_story,Not a Love Story,2011,8,Thriller,,No,Ram Gopal Varma,Mahie Gill,Deepak Dobriyal,,2.448,D,3.7435,D,,,hitFlop=2,Missing/Partial
BOLLY_2011_0179_sahi_dhandhe_galat_bande,Sahi Dhandhe Galat Bande,2011,8,Action,,No,Parvin Dabas,Parvin Dabas,Sharat Saxena,,2.3191,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0180_shabri,Shabri,2011,8,Action,,No,Lalit Marathe,Isha Koppikar,,,3.0271,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0181_yeh_dooriyan,Yeh Dooriyan,2011,8,Comedy,,No,Deepshika,Deepshika,,,,,,,,,,Missing/Partial
BOLLY_2011_0182_mummy_punjabi,Mummy Punjabi,2011,8,Drama,,No,Pammi Somal,Kirron Kher,Jackie Shroff,,,D,,,,,,Missing/Partial
BOLLY_2011_0183_that_girl_in_yellow_boots,That Girl in Yellow Boots,2011,9,Thriller,,No,Anurag Kashyap,Kalki Koechlin,Naseeruddin Shah,"Viacom18 Motion Pictures, NFDC, Sikhya Entertainment",3.9852,D,3.0408,D,,,,Missing/Partial
BOLLY_2011_0184_mere_brother_ki_dulhan,Mere Brother Ki Dulhan,2011,9,Comedy,,No,Ali Abbas Zafar,Katrina Kaif,Imran Khan,Yash Raj Films,8.9485,C,,,,,hitFlop=6,Missing/Partial
BOLLY_2011_0185_mausam,Mausam,2011,9,Drama,,No,Pankaj Kapoor,Shahid Kapoor,Sonam Kapoor,Eros International,5.7659,C,,,,,hitFlop=2,Missing/Partial
BOLLY_2011_0186_u_r_my_jaan,U R My Jaan,2011,9,Comedy,,No,Aron Govil,Aman Verma,,,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0187_force,Force,2011,9,Action,,No,Nishikant Kamat,John Abraham,Vidyut Jammwal,Fox Star Studios,7.1193,D,,,28,40,hitFlop=2,High
BOLLY_2011_0188_hum_tum_shabana,Hum Tum Shabana,2011,9,Comedy,,No,Sagar Ballary,Tusshar Kapoor,Shreyas Talpade,"Alliance Entertainment, Horseshoe Pictures",3.8353,D,2.74,D,,,hitFlop=1,Missing/Partial
BOLLY_2011_0189_saheb_biwi_aur_gangster,"Saheb, Biwi Aur Gangster",2011,9,Romance,,No,Tigmanshu Dhulia,Jimmy Sheirgill,Mahie Gill,"BrandSmith Motion Pictures, Bohra Bros, Tigmanshu Dhulia Films",,D,1.6059,D,6,10.75,hitFlop=3,High
BOLLY_2011_0190_tere_mere_phere,Tere Mere Phere,2011,9,Comedy,,No,Deepa Sahi,Vinay Pathak,Riya Sen,,3.1247,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0191_chargesheet,Chargesheet,2011,9,Drama,,No,Dev Anand,Dev Anand,Jackie Shroff,,1,D,2.5388,D,,0.056999999999999995,hitFlop=1,Low
BOLLY_2011_0192_rascals,Rascals,2011,10,Action,,No,David Dhawan,Ajay Devgn,Arjun Rampal,"Eros International, Venus Worldwide Entertainment",6.8713,C,4.7408,D,46,51.010000000000005,hitFlop=2,High
BOLLY_2011_0193_love_breakups_zindagi,Love Breakups Zindagi,2011,10,Drama,,No,Sahil Sangha,Zayed Khan,Dia Mirza,Sahara Motion Pictures,2.9243,D,,,10,2.06,hitFlop=1,High
BOLLY_2011_0194_my_friend_pinto,My Friend Pinto,2011,10,Drama,,No,Raghav Dar,Prateik Babbar,Kalki Koechlin,UTV Motion Pictures,,D,,,9,1.8,hitFlop=1,High
BOLLY_2011_0195_mujhse_fraaandship_karoge,Mujhse Fraaandship Karoge,2011,10,Comedy,,No,Nupur Asthana,Saqib Saleem,Saba Azad,Y-Films,,,,,,,hitFlop=2,Missing/Partial
BOLLY_2011_0196_mod,Mod,2011,10,Drama,,No,Nagesh Kukunoor,Ayesha Takia,Rannvijay Singh,"Shreya Entertainment, Kukunoor Movies",2.9636,D,1.4685,D,,0.63,hitFlop=1,Low
BOLLY_2011_0197_aazaan,Aazaan,2011,10,Action,,No,Prashant Chadha,Sachiin J. Joshi,Candice Boucher,,,,,,33,23,hitFlop=1,High
BOLLY_2011_0198_tell_me_o_kkhuda,Tell Me O Kkhuda,2011,10,Drama,,No,Hema Malini,Esha Deol,Vinod Khanna,,,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0199_damadamm,Damadamm!,2011,10,Drama,,No,Swapna Waghmare,Himesh Reshammiya,Purbi Joshi,,1.5575,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0200_loot,Loot,2011,11,Action,,No,Rajneesh Thakur,Govinda,Suniel Shetty,Viacom18 Motion Pictures,4.7856,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0201_miley_naa_miley_hum,Miley Naa Miley Hum,2011,11,Comedy,,No,Tanveer Khan,Chirag Paswan,Kangana Ranaut,,,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0202_super_k_the_movie,Super K – The Movie,2011,11,Fantasy,,No,Vijay S. BhanushaliSmita Maroo,,,,,,,,,,,Missing/Partial
BOLLY_2011_0203_shakal_pe_mat_ja,Shakal Pe Mat Ja,2011,11,Drama,,No,Shubh Mukherjee,Saurabh Shukla,Raghubir Yadav,,,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0204_desi_boyz,Desi Boyz,2011,11,Comedy,,No,Rohit Dhawan,Akshay Kumar,John Abraham,Eros International,6.3805,C,,,65,77,hitFlop=2,High
BOLLY_2011_0205_i_am_singh,I Am Singh,2011,12,Drama,,No,Puneet Issar,Puneet Issar,Tulip Joshi,,,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0206_ladies_vs_ricky_bahl,Ladies vs Ricky Bahl,2011,12,Comedy,,No,Maneesh Sharma,Ranveer Singh,Anushka Sharma,Yash Raj Films,6.0024,C,,,,84,hitFlop=4,Low
BOLLY_2011_0207_jo_hum_chahein,Jo Hum Chahein,2011,12,Romance,,No,Pawan Gill,Sunny Gill,Simran Mundi,,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2011_0208_pappu_can_t_dance_saala,Pappu Can't Dance Saala,2011,12,Comedy,,No,Saurabh Shukla,Vinay Pathak,Neha Dhupia,,3.1247,D,,,,,,Missing/Partial
BOLLY_2012_0209_ek_tha_tiger,Ek Tha Tiger,2012,8,Action,,No,Yash Raj Films,,,,,,,,75,334.39,hitFlop=5,High
BOLLY_2012_0210_dabangg_2,Dabangg 2,2012,12,Action,,No,Eros International | Arbaaz Khan Productions,,,,,,,,50,253.54,hitFlop=5,High
BOLLY_2012_0211_jab_tak_hai_jaan,Jab Tak Hai Jaan,2012,11,Drama,,No,Yash Raj Films,,,,,,,,50,235.66,hitFlop=5,High
BOLLY_2012_0212_rowdy_rathore,Rowdy Rathore,2012,6,Action,,No,UTV Motion Pictures | Bhansali Productions,,,,,,,,60,203.39,hitFlop=5,High
BOLLY_2012_0213_agneepath,Agneepath,2012,1,Action,,No,Eros International | Dharma Productions,,,,,,,,58,193,hitFlop=5,High
BOLLY_2012_0214_barfi,Barfi!,2012,9,Comedy,,No,UTV Motion Pictures,,,,,,,,35,175,hitFlop=5,High
BOLLY_2012_0215_housefull_2,Housefull 2,2012,4,Action,,No,Eros International | Nadiadwala Grandson Entertainment,,,,,,,,60,186,hitFlop=5,High
BOLLY_2012_0216_bol_bachchan,Bol Bachchan,2012,7,Action,,No,Fox Star Studios | Ajay Devgn FFilms | Shree Ashtavinayak Cine Vision,,,,,,,,50,165,hitFlop=5,High
BOLLY_2012_0217_son_of_sardaar,Son of Sardaar,2012,11,Action,,No,Ajay Devgn FFilms | Viacom 18 Motion Pictures | Eros International,,,,,,,,30,161.48,hitFlop=5,High
BOLLY_2012_0218_players,Players,2012,1,Action,,No,Abbas–Mustan,Vinod Khanna,Abhishek Bachchan,Viacom18 Motion Pictures,4.0315,D,,,55,45.519999999999996,hitFlop=1,High
BOLLY_2012_0219_chaalis_chauraasi,Chaalis Chauraasi,2012,1,Comedy,,No,Hriday Shetty,Naseeruddin Shah,Atul Kulkarni,,3.7695,D,1.2329,D,,,hitFlop=1,Missing/Partial
BOLLY_2012_0220_ghost,Ghost,2012,1,Horror,,No,Puja Jatinder Bedi,Shiney Ahuja,Sayali Bhagat,,2.8402,D,,,,2.5,,Missing/Partial
BOLLY_2012_0221_sadda_adda,Sadda Adda,2012,1,Comedy,,No,Muazzam Beg,Karanvir Sharma,Shaurya Chauhan,,,,,,,,,Missing/Partial
BOLLY_2012_0222_gali_gali_chor_hai,Gali Gali Chor Hai,2012,2,Drama,,No,Rumi Jaffrey,Akshaye Khanna,Shriya Saran,,3.3625,C,,,13,13.07,hitFlop=2,High
BOLLY_2012_0223_staying_alive,Staying Alive,2012,2,Drama,,No,Anant Mahadevan,Anant Mahadevan,Saurabh Shukla,,,D,1.8139,D,,,hitFlop=1,Missing/Partial
BOLLY_2012_0224_love_you_to_death,Love You To Death,2012,2,Comedy,,No,Rafeeg Ellias,Chandan Roy Sanyal,Sheeba Chaddha,,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2012_0225_ek_main_aur_ekk_tu,Ek Main Aur Ekk Tu,2012,2,Comedy,,No,Shakun Batra,Kareena Kapoor,Imran Khan,"UTV Motion Pictures, Dharma Productions",8.0906,D,,,36,72.1,hitFlop=4,High
BOLLY_2012_0226_valentine_s_night,Valentine's Night,2012,2,Romance,,No,Krishan Kumar,Payal Rohatgi,Sangram Singh,,,,,,,,,Missing/Partial
BOLLY_2012_0227_ekk_deewana_tha,Ekk Deewana Tha,2012,2,Drama,,No,Gautham Vasudev Menon,Prateik Babbar,Amy Jackson,"Fox Star Studios, Photon Kathaas Productions, RS Infotainment",,D,,,14,8.55,hitFlop=1,High
BOLLY_2012_0228_married_2_america,Married 2 America,2012,2,Drama,,No,Dilip Shankar,Jackie Shroff,Archana Joglekar,,2.6163,D,,,,,,Missing/Partial
BOLLY_2012_0229_jodi_breakers,Jodi Breakers,2012,2,Comedy,,No,Ashwini Chaudhary,R. Madhavan,Bipasha Basu,,,D,1.4475,D,21,33.4,hitFlop=3,High
BOLLY_2012_0230_tere_naal_love_ho_gaya,Tere Naal Love Ho Gaya,2012,2,Comedy,,No,Mandeep Kumar,Riteish Deshmukh,Genelia D'Souza,"UTV Motion Pictures, Tips Industries",,C,,,14,32.61,hitFlop=4,High
BOLLY_2012_0231_london_paris_new_york,"London, Paris, New York",2012,3,Comedy,,No,Anu Menon,Ali Zafar,Aditi Rao Hydari,Fox Star Studios,2.5332,D,,,,,hitFlop=2,Missing/Partial
BOLLY_2012_0232_paan_singh_tomar,Paan Singh Tomar,2012,3,Action,,No,Tigmanshu Dhulia,Irrfan Khan,Mahie Gill,UTV Spotboy,2.9178,D,1.6059,D,7,20.18,hitFlop=4,High
BOLLY_2012_0233_will_you_marry_me,Will You Marry Me?,2012,3,Comedy,,No,Aditya Dutt,Shreyas Talpade,Rajeev Khandelwal,,2.8077,D,,,,,,Missing/Partial
BOLLY_2012_0234_kahaani,Kahaani,2012,3,Thriller,,No,Sujoy Ghosh,Vidya Balan,Parambrata Chatterjee,"Viacom18 Motion Pictures, Pen Studios",6.0471,C,2.6445,D,8,104,hitFlop=5,High
BOLLY_2012_0235_chaar_din_ki_chandni,Chaar Din Ki Chandni,2012,3,Comedy,,No,Samir Karnik,Kulraj Randhawa,Tusshar Kapoor,Top Angle Productions,,D,2.1674,D,,,hitFlop=1,Missing/Partial
BOLLY_2012_0236_say_yes_to_love,Say Yes to Love,2012,,Romance,,No,Mahrukh Mirza Beg,Aditya Raj Kapoor,[21],,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2012_0237_zindagi_tere_naam,Zindagi Tere Naam,2012,3,Drama,,No,Ashu Trikha,Mithun Chakraborthy,Ranjeeta Kaur,,,D,1.1186,D,,,hitFlop=1,Missing/Partial
BOLLY_2012_0238_agent_vinod,Agent Vinod,2012,3,Action,,No,Sriram Raghavan,Saif Ali Khan,Kareena Kapoor,"Eros International, Illuminati Films",5.7211,A,1.8067,D,60,73,hitFlop=2,High
BOLLY_2012_0239_blood_money,Blood Money,2012,3,Action,,No,Vishal Mahadkar,Kunal Khemu,Amrita Puri,"Viacom18 Motion Pictures, Vishesh Films",3.1566,D,,,9,12,hitFlop=2,High
BOLLY_2012_0240_bumboo,Bumboo,2012,3,Comedy,,No,Jagdish Rajpurohit,Sharat Saxena,Sanjay Mishra,,,D,,,,0.39,hitFlop=1,Low
BOLLY_2012_0241_bittoo_boss,Bittoo Boss,2012,4,Comedy,,No,Supavitra Babul,Pulkit Samrat,Amita Pathak,Viacom18 Motion Pictures,,C,,,,2,hitFlop=1,Low
BOLLY_2012_0242_ab_hoga_dharna_unlimited,Ab Hoga Dharna Unlimited,2012,4,Comedy,,No,Deepak Tanwar,Omkar Das Manikpuri,[26],,2.1151,D,,,,,,Missing/Partial
BOLLY_2012_0243_vicky_donor,Vicky Donor,2012,4,Comedy,,No,Shoojit Sircar,Ayushmann Khurrana,Yami Gautam,Eros International,,D,3.8135,D,4,68.32,hitFlop=5,High
BOLLY_2012_0244_hate_story,Hate Story,2012,4,Thriller,,No,Vivek Agnihotri,Paoli Dam,Gulshan Devaiah,T-Series Films,,,,,9,16.43,hitFlop=3,High
BOLLY_2012_0245_chhodo_kal_ki_baatein,Chhodo Kal Ki Baatein,2012,4,Comedy,,No,Pramod Joshi,Sachin Khedekar,Aanjjan Srivastav,,2.0741,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2012_0246_tezz,Tezz,2012,4,Action,,No,Priyadarshan,Ajay Devgn,Anil Kapoor,"Eros International, Venus Worldwide Entertainment",6.8713,C,3.8472,D,52,26,hitFlop=1,High
BOLLY_2012_0247_life_ki_toh_lag_gayi,Life Ki Toh Lag Gayi,2012,4,Action,,No,Rakesh Mehta,Ranvir Shorey,Kay Kay Menon,,3.063,D,,,,0.32,hitFlop=1,Low
BOLLY_2012_0248_jannat_2,Jannat 2,2012,5,Action,,No,Kunal Deshmukh,Emraan Hashmi,Esha Gupta,"Fox Star Studios, Vishesh Films",4.721,D,4.1021,D,,63.09,hitFlop=5,Low
BOLLY_2012_0249_fatso,Fatso!,2012,5,Drama,,No,Rajat Kapoor,Ranvir Shorey,Gul Panag,Pritish Nandy Communications,3.063,D,2.0954,D,9,,,Low
BOLLY_2012_0250_dangerous_ishq,Dangerous Ishq,2012,5,Thriller,,No,Vikram Bhatt,Karisma Kapoor,Rajneesh Duggal,Reliance Entertainment,3.6993,D,2.9028,D,26,8.687999999999999,hitFlop=1,High
BOLLY_2012_0251_ishaqzaade,Ishaqzaade,2012,5,Action,,No,Habib Faisal,Arjun Kapoor,Parineeti Chopra,Yash Raj Films,6.5059,C,2.7399,D,,,,Missing/Partial
BOLLY_2012_0252_department,Department,2012,5,Action,,No,Ram Gopal Varma,Amitabh Bachchan,Sanjay Dutt,Viacom18 Motion Pictures,7.0113,B,3.7435,D,32,19.05,hitFlop=1,High
BOLLY_2012_0253_mr_bhatti_on_chutti,Mr. Bhatti on Chutti,2012,5,Comedy,,No,Karan Razdan,Anupam Kher,Abid Ali,,3.4477,D,1.4335,D,,,,Missing/Partial
BOLLY_2012_0254_rakhtbeej,Rakhtbeej,2012,5,Thriller,,No,Anil Balani,,,,,,,,,,,Missing/Partial
BOLLY_2012_0255_yeh_khula_aasmaan,Yeh Khula Aasmaan,2012,5,Drama,,No,Gitanjali Sinha,Raghubir Yadav,Yashpal Sharma,,,D,,,,,,Missing/Partial
BOLLY_2012_0256_love_wrinkle_free,"Love, Wrinkle-free",2012,5,Drama,,No,Sandeep Mohan,Ash Chandler,Shernaz Patel,,,D,,,,,,Missing/Partial
BOLLY_2012_0257_shanghai,Shanghai,2012,6,Drama,,No,Dibakar Banerjee,Emraan Hashmi,Abhay Deol,PVR Pictures,4.721,D,2.863,D,,34.9,hitFlop=2,Low
BOLLY_2012_0258_ferrari_ki_sawaari,Ferrari Ki Sawaari,2012,6,Comedy,,No,Rajesh Mapuskar,Sharman Joshi,Boman Irani,"Eros International, Vinod Chopra Films",3.6904,D,,,10,45.69,hitFlop=5,High
BOLLY_2012_0259_teri_meri_kahaani,Teri Meri Kahaani,2012,6,Drama,,No,Kunal Kohli,Shahid Kapoor,Priyanka Chopra,Eros International,5.7659,C,4.0747,D,30,54,hitFlop=3,High
BOLLY_2012_0260_gangs_of_wasseypur_part_1,Gangs of Wasseypur – Part 1,2012,5,Action,,Yes,Anurag Kashyap,Manoj Bajpai,Nawazuddin Siddiqui,"Viacom18 Motion Pictures, AKFPL, Phantom Films",,D,3.0408,D,9.2,35.13,hitFlop=5,High
BOLLY_2012_0261_maximum,Maximum,2012,6,Thriller,,No,Kabeer Kaushik,Sonu Sood,Naseeruddin Shah,,,D,1.2309,D,,,hitFlop=1,Missing/Partial
BOLLY_2012_0262_3_bachelors,3 Bachelors,2012,6,Comedy,,No,Ajay Sinha,Sharman Joshi,Riya Sen,,3.6904,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2012_0263_cocktail,Cocktail,2012,7,Comedy,,No,Homi Adajania,Deepika Padukone,Saif Ali Khan,"Eros International, Illuminati Films, Maddock Films",8.6272,C,,,,122.99,hitFlop=6,Low
BOLLY_2012_0264_gattu,Gattu,2012,7,Drama,,No,Rajan Khosa,Mohammad Samad,[47],,,,,,,,,Missing/Partial
BOLLY_2012_0265_challo_driver,Challo Driver,2012,,Drama,,No,Vickrant Mahajan,Kainaz Motivala,Prem Chopra,,,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2012_0266_mere_dost_picture_abhi_baki_hai,Mere Dost Picture Abhi Baki Hai,2012,7,Comedy,,No,Rajnish Raj Thakur,Suniel Shetty,Rajpal Yadav,,,D,,,,,,Missing/Partial
BOLLY_2012_0267_kyaa_super_kool_hain_hum,Kyaa Super Kool Hain Hum,2012,7,Comedy,,No,Sachin Yardi,Tusshar Kapoor,Riteish Deshmukh,Balaji Motion Pictures,3.8353,D,,,19,60.77,hitFlop=5,High
BOLLY_2012_0268_aalaap,Aalaap,2012,7,Drama,,No,Manish Manikpuri,Gamya Wijayadasa,Rituparna Sengupta,,,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2012_0269_jism_2,Jism 2,2012,8,Romance,,No,Pooja Bhatt,Sunny Leone,Arunoday Singh,,,D,3.0934,D,,49,hitFlop=5,Low
BOLLY_2012_0270_krishna_aur_kans,Krishna Aur Kans,2012,8,Fantasy,,No,Vikram Veturi,Om Puri,Juhi Chawla,Reliance Animation,4.1779,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2012_0271_gangs_of_wasseypur_part_2,Gangs of Wasseypur – Part 2,2012,5,Action,,Yes,Anurag Kashyap,Nawazuddin Siddiqui,Tigmanshu Dhulia,"Viacom18 Motion Pictures, AKFPL, Phantom Films",3.7877,D,3.0408,D,9.2,22.04,hitFlop=4,High
BOLLY_2012_0272_paanch_ghantey_mien_paanch_crore,Paanch Ghantey Mien Paanch Crore,2012,8,Thriller,,No,Faisal Saif,Meera,Kavita Radheshyam,,,,,,,,,Missing/Partial
