film_id,canonical_title,display_title,release_year,release_month,release_month_num,release_date,primary_genre,secondary_genre,all_genres,sequel_flag,remake_flag,director,lead_actor_1,lead_actor_2,cast_list,writer_list,production_house,actor_rank_score,actor_tier_proxy,director_rank_score,director_tier_proxy,budget_cr,budget_usd,worldwide_gross_cr,worldwide_gross_usd,domestic_gross_cr,domestic_gross_usd,opening_day_cr,opening_weekend_cr,runtime_minutes,imdb_id,imdb_rating,content_score_clarity,content_score_novelty,content_score_execution,content_score_originality,content_score_structure,content_score_pacing,content_score_engagement,content_score_authenticity,verdict_raw,financial_data_confidence,is_synthetic,source,data_version,last_updated
BOLLY_2021_1223_bell_bottom,Bell Bottom,Bell Bottom,2021,August,8,,Action,,Action | Drama,No,,Ranjit M Tewari,Akshay Kumar,Vaani Kapoor,Akshay Kumar,,"Pooja Entertainment, Emmay Entertainment",6.3805,C,,,150,,50.58,,,,,,,,6.3,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2021_1224_200_halla_ho,200 – Halla Ho,200 – Halla Ho,2021,August,8,,Thriller,,Thriller,No,,Sarthak Dasgupta,Amol Palekar,Barun Sobti,Amol Palekar,,"Saregama, Yoodlee Films, ZEE5",,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1225_chehre,Chehre,Chehre,2021,August,8,,Drama,,Drama | Thriller,No,,Rumi Jafry,Amitabh Bachchan,Emraan Hashmi,Amitabh Bachchan | Emraan Hashmi | Krystle D'Souza | Annu Kapoor,,"Anand Pandit Motion Pictures, Saraswati Entertainment, Jannock Films",7.0113,B,,,25,,8.26,,,,,,,tt10309902,7.0,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2021_1226_helmet,Helmet,Helmet,2021,September,9,,Comedy,,Comedy | Drama,No,,Satramm Ramani,Aparshakti Khurana,Abhishek Banerjee,Aparshakti Khurana,,"Sony Pictures Networks Productions, ZEE5",,,,,10.0,,,,,,,,,,6.6,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1227_faactory,Faactory,Faactory,2021,,,,Drama,,Drama | Thriller,No,,Faisal Khan,Rajkumar Kanojia,,Rajkumar Kanojia,,M S Films and Productions,,,,,1.0,,0.04,,,,,,,,6.8,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2021_1228_bhoot_police,Bhoot Police,Bhoot Police,2021,September,9,,Comedy,,Comedy | Horror,No,,Pavan Kirpalani,Saif Ali Khan,Arjun Kapoor,Saif Ali Khan | Arjun Kapoor | Jacqueline Fernandez | Yami Gautam,,"Tips Industries, Disney+ Hotstar",5.7211,A,,,40,,60.0,,,,,,,tt10083640,7.5,,,,,,,,,hitFlop=3,High,,wikipedia,2.0,2026-07-02
BOLLY_2021_1229_kya_meri_sonam_gupta_bewafa_hai,Kya Meri Sonam Gupta Bewafa Hai ?,Kya Meri Sonam Gupta Bewafa Hai?,2021,September,9,,Comedy,,Comedy,No,,Ssaurabh Tyagi,Jassie Gill,Surbhi Jyoti,Jassie Gill,,"Pen Studios, ZEE5",,,,,6.0,,,,,,,,,,4.8,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1230_thalaivii,Thalaivii,Thalaivii,2021,September,9,,Drama,,Drama,No,,A. L. Vijay,Kangana Ranaut,Arvind Swami,Kangana Ranaut,,Zee Studios,4.3605,D,,,100,,4.98,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2021_1231_urf_ghanta,Urf Ghanta,Urf Ghanta,2021,September,9,,Comedy,,Comedy,No,,Aayush Saxena,Ravi Kishan,,Ravi Kishan,,ShemarooMe,2.1644,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1232_ankahi_kahaniya,Ankahi Kahaniya,Ankahi Kahaniya,2021,September,9,,Drama,,Drama,No,,Ashwiny Iyer Tiwari | Abhishek Chaubey | Saket Chaudhary,Abhishek Banerjee,Rinku Rajguru,Abhishek Banerjee,,"RSVP Movies, Earthsky Pictures, Netflix",,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1233_haathi_mere_saathi,Haathi Mere Saathi,Haathi Mere Saathi,2021,March,3,,Action,,Drama,No,,Prabhu Solomon,Rana Daggubati,Pulkit Samrat,Bhuvan Arora | Sheeba Chaddha | Rana Daggubati | Rajesh Dubeay,,"Eros International, Eros Now",,B,,,25.0,,,,,,,,,tt14852412,6.4,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1234_shiddat,Shiddat,Shiddat,2021,October,10,,Drama,,Drama | Romance,No,,Kunal Deshmukh,Sunny Kaushal,Radhika Madan,Sunny Kaushal | Radhika Madan | Mohit Raina | Diana Penty,,"T-Series Films, Maddock Films, Disney+ Hotstar",,,4.1021,D,15.0,,,,,,,,,tt11314148,8.1,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1235_sumeru,Sumeru,Sumeru,2021,October,10,,Drama,,Drama,No,,Avinash Dhyani,Avinash Dhyani,Shagufta Ali,Avinash Dhyani,,Padmasiddhi Films,,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1236_rashmi_rocket,Rashmi Rocket,Rashmi Rocket,2021,October,10,,Drama,,Drama | Sports,No,,Akarsh Khurana,Taapsee Pannu,Priyanshu Painyuli,Taapsee Pannu | Priyanshu Painyuli | Abhishek Banerjee | Supriya Pathak,,"RSVP Movies, ZEE5",,B,,,11.0,,,,,,,,,tt10895556,8.0,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1237_sanak,Sanak,Sanak,2021,October,10,,Action,,Action | Thriller,No,,Kanishk Varma,Vidyut Jammwal,Rukmini Maitra,Vidyut Jammwal | Neha Dhupia | Rukmini Maitra | Chandan Roy Sanyal,,"Zee Studios, Disney+ Hotstar",,,,,20.0,,,,,,,,,tt13912632,6.9,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1238_sardar_udham,Sardar Udham,Sardar Udham,2021,October,10,,Action,,Drama | Thriller,No,,Shoojit Sircar,Vicky Kaushal,Banita Sandhu,Vicky Kaushal | Shaun Scott | Stephen Hogan | Amol Parashar,,"Rising Sun Films, Amazon Prime Video",,D,3.8135,D,30.0,,,,,,,,,tt10280296,8.7,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1239_bhavai,Bhavai,Bhavai,2021,October,10,,Romance,,Drama | Romance,No,,Hardik Gajjar,Pratik Gandhi,Aindrita Ray,Pratik Gandhi,,Pen Studios,,D,,,9.0,,0.57,,,,,,,,7.8,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2021_1240_babloo_bachelor,Babloo Bachelor,Babloo Bachelor,2021,October,10,,Drama,,Comedy | Romance,No,,Agnidev Chatterjee,Sharman Joshi,Pooja Chopra,Sharman Joshi,,Rafat Films,3.6904,D,,,10.0,,,,,,,,,,5.7,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1241_aafat_e_ishq,Aafat-E-Ishq,Aafat-E-Ishq,2021,October,10,,Comedy,,Comedy,No,,Indrajit Nattoji,Neha Sharma,Deepak Dobriyal,Neha Sharma,,"Zee Studios, ZEE5",1.3345,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1242_dybbuk,Dybbuk,Dybbuk,2021,October,10,,Thriller,,Horror | Thriller,No,,Jay K,Emraan Hashmi,Nikita Dutta,Emraan Hashmi,,"T-Series Films, Panorama Studios, Amazon Prime Video",4.721,D,,,15.0,,,,,,,,,,5.0,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1243_hum_do_hamare_do,Hum Do Hamare Do,Hum Do Hamare Do,2021,October,10,,Comedy,,Comedy | Drama,No,,Abhishek Jain,Rajkummar Rao,Kriti Sanon,Rajkummar Rao | Kriti Sanon | Paresh Rawal | Ratna Pathak Shah,,"Maddock Films, Disney+ Hotstar",3.9271,D,,,25.0,,,,,,,,,tt11816092,6.1,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1244_meenakshi_sundareshwar,Meenakshi Sundareshwar,Meenakshi Sundareshwar,2021,November,11,,Comedy,,Comedy | Romance,No,,Vivek Soni,Abhimanyu Dassani,Sanya Malhotra,Sanya Malhotra | Abhimanyu Dasani | Shivkumar Subramaniam | Nivedita Bhargava,,"Dharmatic Entertainment, Netflix",,D,,,10.0,,,,,,,,,tt13529034,7.5,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1245_sooryavanshi,Sooryavanshi,Sooryavanshi,2021,November,11,,Action,,Action | Thriller,No,,Rohit Shetty,Akshay Kumar,Katrina Kaif,Akshay Kumar | Katrina Kaif | Ajay Devgn | Ranveer Singh,,"Reliance Entertainment, Dharma Productions, Cape of Good Films, Rohit Shetty Picturez",6.3805,C,6.8376,C,160,,294.91,,,,,,,tt9531772,6.9,,,,,,,,,hitFlop=3,High,,wikipedia,2.0,2026-07-02
BOLLY_2021_1246_squad,Squad,Squad,2021,November,11,,Action,,Action,No,,Nilesh Sahay,Pooja Batra,Mohan Kapoor,Pooja Batra,,"Zee Studios, ZEE5",,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1247_bunty_aur_babli_2,Bunty Aur Babli 2,Bunty Aur Babli 2,2021,November,11,,Comedy,,Comedy | Drama,No,,Varun V. Sharma,Saif Ali Khan,Rani Mukerji,Saif Ali Khan | Rani Mukerji | Siddhant Chaturvedi | Sharvari Wagh,,Yash Raj Films,5.7211,A,,,45,,22.12,,,,,,,tt10569922,4.1,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2021_1248_dhamaka,Dhamaka,Dhamaka,2021,November,11,,Action,,Action | Drama,No,,Ram Madhvani,Kartik Aaryan,Mrunal Thakur,Kartik Aaryan | Mrunal Thakur | Amruta Subhash | Soham Majumdar,,"RSVP Movies, Lotte Entertainment, Globalgate Entertainment, Lionsgate, Netflix",,B,,,40.0,,,,,,,,,tt13510660,7.7,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1249_satyameva_jayate_2,Satyameva Jayate 2,Satyameva Jayate 2,2021,November,11,,Action,,Action | Drama,No,,Milap Zaveri,John Abraham,Divya Khosla Kumar,John Abraham | Divya Khosla Kumar | Harsh Chhaya | Gautami Kapoor,,"T-Series Films, Emmay Entertainment",7.1193,D,,,95,,17.29,,,,,,,tt10739666,5.4,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2021_1250_chhorii,Chhorii,Chhorii,2021,November,11,,Thriller,,Drama | Horror,No,,Vishal Furia,Nushrratt Bharuccha,,Nushrratt Bharuccha | Mita Vashisht | Gracy Goswami | Rajesh Jais,,"T-Series Films, Crypt TV, Amazon Prime Video",,,,,15.0,,,,,,,,,tt12861212,6.9,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1251_tadap,Tadap,Tadap,2021,December,12,,Action,,Action | Romance,No,,Milan Luthria,Tara Sutaria,,Ahan Shetty | Tara Sutaria | Saurabh Shukla | Kumud Mishra,,"Fox Star Studios, Nadiadwala Grandson Entertainment",,,3.6283,D,27,,34.86,,,,,,,tt10761694,5.6,,,,,,,,,hitFlop=2,High,,wikipedia,2.0,2026-07-02
BOLLY_2021_1252_bob_biswas,Bob Biswas,Bob Biswas,2021,December,12,,Action,,Crime | Thriller,No,,Diya Annapurna Ghosh,Abhishek Bachchan,Chitrangada Singh,Abhishek Bachchan | Chitrangda Singh | Paran Banerjee | Kaushik Chakraborty,,"Red Chillies Entertainment, ZEE5",5.2079,D,,,18.0,,,,,,,,,tt8984572,6.8,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1253_chandigarh_kare_aashiqui,Chandigarh Kare Aashiqui,Chandigarh Kare Aashiqui,2021,December,12,,Drama,,Drama,No,,Abhishek Kapoor,Ayushmann Khurrana,Vaani Kapoor,Ayushmann Khurrana | Vaani Kapoor | Yograj Singh | Anjan Srivastav,,T-Series Films,,D,4.0376,D,40,,41.23,,,,,,,tt12861850,6.9,,,,,,,,,hitFlop=2,High,,wikipedia,2.0,2026-07-02
BOLLY_2021_1254_velle,Velle,Velle,2021,December,12,,Comedy,,Drama,No,,Deven Munjal,Abhay Deol,Mouni Roy,Abhay Deol,,Ajay Devgn FFilms,2.5106,D,,,12,,19.36,,,,,,,,7.2,,,,,,,,,hitFlop=3,High,,wikipedia,2.0,2026-07-02
BOLLY_2021_1255_code_name_abdul,Code Name Abdul,Code Name Abdul,2021,December,12,,Thriller,,Drama,No,,Eshwar Gunturu,Tanishaa Mukerji,,Tanishaa Mukerji,,"Avantika Productions, Mise en Scene Films",,,,,,,,,,,,,,,8.9,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1256_420_ipc,420 IPC,420 IPC,2021,,,,Drama,,Drama,No,,Manish Gupta,Vinay Pathak,Ranvir Shorey,Rohan Mehra | Vinay Pathak | Ranvir Shorey | Gul Panag,,"Zee Studios, ZEE5",3.1247,D,,,10.0,,,,,,,,,tt13723562,6.5,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1257_83,83,83,2021,December,12,,Drama,,Drama,No,,Kabir Khan,Ranveer Singh,Deepika Padukone,Ranveer Singh,,"Nadiadwala Grandson Entertainment, Reliance Entertainment, Phantom Films",6.0024,C,6.8237,C,225,,193.73,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2021_1258_atrangi_re,Atrangi Re,Atrangi Re,2021,December,12,,Drama,,Drama | Romance,No,,Aanand L. Rai,Dhanush,Sara Ali Khan,Dhanush | Sara Ali Khan | Akshay Kumar | Seema Biswas,,"T-Series Films, Colour Yellow Productions, Cape of Good Films, Disney+ Hotstar",,B,,,60.0,,,,,,,,,tt9766332,6.7,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1259_murder_at_teesri_manzil_302,Murder at Teesri Manzil 302,Murder at Teesri Manzil 302,2021,December,12,,Thriller,,Thriller,No,,Navneet Baj Saini,Irrfan Khan,Ranvir Shorey,Irrfan Khan,,ZEE5,2.9178,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2021_1260_waah_zindagi,Waah Zindagi,Waah Zindagi,2021,December,12,,Comedy,,Comedy,No,,Dinesh S Yadav,Naveen Kasturia,Plabita Borthakur,Naveen Kasturia,,ZEE5,,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1261_36_farmhouse,36 Farmhouse,36 Farmhouse,2022,January,1,,Comedy,,Comedy,No,,Ram Ramesh Sharm,Vijay Raaz,Sanjay Mishra,Vijay Raaz,,"Mukta Arts, ZEE5",1.7737,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1262_hai_tujhe_salaam_india,Hai Tujhe Salaam India,Hai Tujhe Salaam India,2022,January,1,,Drama,,Drama,No,,Avanish  Kumar,Aarya Babbar,Ajaz Khan,Aarya Babbar,,Redwood Productions,,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1263_looop_lapeta,Looop Lapeta,Looop Lapeta,2022,February,2,,Action,,Action,No,,Aakash Bhatia,Taapsee Pannu,Tahir Raj Bhasin,Taapsee Pannu,,"Sony Pictures India, Netflix",,B,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1264_gehraiyaan,Gehraiyaan,Gehraiyaan,2022,February,2,,Drama,,Drama,No,,Shakun Batra,Deepika Padukone,Siddhant Chaturvedi,Deepika Padukone,,"Viacom18 Studios, Dharma Productions, Amazon Prime Video",8.6272,C,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1265_badhaai_do,Badhaai Do,Badhaai Do,2022,February,2,,Comedy,,Comedy,No,,Harshavardhan Kulkarni,Rajkummar Rao,Bhumi Pednekar,Rajkummar Rao,,Junglee Pictures,3.9271,D,,,25,,28.33,,,,,,,,,,,,,,,,,hitFlop=2,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1266_a_thursday,A Thursday,A Thursday,2022,February,2,,Action,,Action,No,,Behzad Khambata,Yami Gautam,Neha Dhupia,Yami Gautam,,"RSVP Movies, Disney+ Hotstar",,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1267_gangubai_kathiawadi,Gangubai Kathiawadi,Gangubai Kathiawadi,2022,February,2,,Drama,,Drama,No,,Sanjay Leela Bhansali,Alia Bhatt,Ajay Devgn,Alia Bhatt,,Pen Studios,6.9416,C,4.922,D,100,,209.77,,,,,,,,,,,,,,,,,hitFlop=4,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1268_love_hostel,Love Hostel,Love Hostel,2022,February,2,,Romance,,Romance,No,,Shanker Raman,Sanya Malhotra,Vikrant Massey,Sanya Malhotra,,"Red Chillies Entertainment, Drishyam Films, ZEE5",,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1269_jhund,Jhund,Jhund,2022,March,3,,Social,,Social,No,,Nagraj Manjule,Amitabh Bachchan,Akash Thosar,Amitabh Bachchan,,T-Series Films,7.0113,B,,,22,,15.16,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1270_toolsidas_junior,Toolsidas Junior,Toolsidas Junior,2022,March,3,,Drama,,Drama,No,,Mridul,Sanjay Dutt,Rajiv Kapoor,Sanjay Dutt,,T-Series Films,5.0026,C,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1271_radhe_shyam,Radhe Shyam,Radhe Shyam,2022,March,3,,Drama,,Drama,No,,Radha Krishna Kumar,Prabhas,Pooja Hegde,Prabhas,,T-Series Films,,B,,,200,,140,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1272_the_kashmir_files,The Kashmir Files,The Kashmir Files,2022,March,3,,Drama,,Drama,No,,Vivek Agnihotri,Mithun Chakraborty,Anupam Kher,Mithun Chakraborty,,Zee Studios,2.4335,D,,,15,,340.92,,,,,,,,,,,,,,,,,hitFlop=5,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1273_bachchhan_paandey,Bachchhan Paandey,Bachchhan Paandey,2022,March,3,,Action,,Action,No,,Farhad Samji,Akshay Kumar,Kriti Sanon,Akshay Kumar,,Nadiadwala Grandson Entertainment,6.3805,C,,,130,,73.17,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1274_jalsa,Jalsa,Jalsa,2022,March,3,,Drama,,Drama,No,,Suresh Triveni,Vidya Balan,Shefali Shah,Vidya Balan,,"T-Series Films, Amazon Prime Video",6.0471,C,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1275_sharmaji_namkeen,Sharmaji Namkeen,Sharmaji Namkeen,2022,March,3,,Comedy,,Comedy,No,,Hitesh Bhatia,Rishi Kapoor,Paresh Rawal,Rishi Kapoor,,"Excel Entertainment, Amazon Prime Video",4.4084,B,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1276_kaun_pravin_tambe,Kaun Pravin Tambe?,Kaun Pravin Tambe?,2022,April,4,,Drama,,Drama,No,,Jayprad Desai,Shreyas Talpade,,Shreyas Talpade,,"Fox Star Studios, Disney+ Hotstar",2.8077,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1277_cobalt_blue,Cobalt Blue,Cobalt Blue,2022,April,4,,Drama,,Drama,No,,Sachin Kundalkar,Prateik Babbar,Neil Bhoopalam,Prateik Babbar,,Netflix,,C,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1278_dasvi,Dasvi,Dasvi,2022,April,4,,Comedy,,Comedy,No,,Tushar Jalota,Abhishek Bachchan,Yami Gautam,Abhishek Bachchan,,"Jio Studios, Maddock Films, Netflix, JioCinema",5.2079,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1279_hurdang,Hurdang,Hurdang,2022,April,4,,Drama,,Drama,No,,Nikhil Nagesh Bhat,Sunny Kaushal,Nushrratt Bharuccha,Sunny Kaushal,,T-Series Films,,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1280_jersey,Jersey,Jersey,2022,April,4,,Drama,,Drama,No,,Gowtam Tinnanuri,Shahid Kapoor,Mrunal Thakur,Shahid Kapoor,,"Allu Entertainment, Dil Raju Production, Sithara Entertainments",5.7659,C,,,80,,27.9,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1281_operation_romeo,Operation Romeo,Operation Romeo,2022,April,4,,Romance,,Romance,No,,Shashant Shah,Sidhant Gupta,Sharad Kelkar,Sidhant Gupta,,"Reliance Entertainment, Plan C Studios",,,1.6956,D,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1282_runway_34,Runway 34,Runway 34,2022,April,4,,Thriller,,Thriller,No,,Ajay Devgn,Amitabh Bachchan,Ajay Devgn,Amitabh Bachchan,,Ajay Devgn FFilms,7.0113,B,,,100,,53.77,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1283_heropanti_2,Heropanti 2,Heropanti 2,2022,April,4,,Action,,Action,No,,Ahmed Khan,Tiger Shroff,Nawazuddin Siddiqui,Tiger Shroff,,Nadiadwala Grandson Entertainment,,B,,,70,,35.13,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1284_mere_desh_ki_dharti,Mere Desh Ki Dharti,Mere Desh Ki Dharti,2022,January,1,,Drama,,Drama,No,,Faraz Haider,Divyenndu,Anupriya Goenka,Divyenndu,,Carnival Motion Pictures,,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1285_thar,Thar,Thar,2022,May,5,,Action,,Action,No,,Raj Singh Chaudhary,Anil Kapoor,Harshvardhan Kapoor,Anil Kapoor,,Netflix,5.6087,C,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1286_jayeshbhai_jordaar,Jayeshbhai Jordaar,Jayeshbhai Jordaar,2022,May,5,,Comedy,,Comedy,No,,Divyang Thakkar,Ranveer Singh,Shalini Pandey,Ranveer Singh,,Yash Raj Films,6.0024,C,,,85,,26.31,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1287_bhool_bhulaiyaa_2,Bhool Bhulaiyaa 2,Bhool Bhulaiyaa 2,2022,May,5,,Comedy,,Comedy,No,,Anees Bazmee,Kartik Aaryan,Tabu,Kartik Aaryan,,T-Series Films,,C,5.6076,C,65,,266.88,,,,,,,,,,,,,,,,,hitFlop=5,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1288_dhaakad,Dhaakad,Dhaakad,2022,May,5,,Action,,Action,No,,Razy Ghai,Kangana Ranaut,Arjun Rampal,Kangana Ranaut,,"Soham Rockstar Entertainment, Sohel Maklai Productions, Asylum Films",4.3605,D,,,85,,3.77,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1289_anek,Anek,Anek,2022,May,5,,Action,,Action,No,,Anubhav Sinha,Ayushmann Khurrana,,Ayushmann Khurrana,,"T-Series Films, Benaras Media Works",,D,3.0566,D,40,,11.1,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1290_love_in_ukraine,Love In Ukraine,Love In Ukraine,2022,,,,Drama,,Drama,No,,Nitin Kumar Gupta,Vipin Kaushik,Anastasia,Vipin Kaushik,,"Neole Films, Kamal Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1291_dehati_disco,Dehati Disco,Dehati Disco,2022,May,5,,Drama,,Drama,No,,Manoj Sharma,Ganesh Acharya,Ravi Kishan,Ganesh Acharya,,Panorama Studios,,D,,,,,0.1,,,,,,,,,,,,,,,,,,Low,,wikipedia,2.0,2026-07-02
BOLLY_2022_1292_haemolymph,Haemolymph,Haemolymph,2022,May,5,,Drama,,Drama,No,,Sudarshan Gamare,,,,,"Ticket Bari Productions, AB Films Entertainment, Adiman Films, ND9 Studios",,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1293_samrat_prithviraj,Samrat Prithviraj,Samrat Prithviraj,2022,June,6,,Action,,Action,No,,Chandraprakash Dwivedi,Akshay Kumar,Sanjay Dutt,Akshay Kumar,,Yash Raj Films,6.3805,C,,,150,,90.32,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1294_major,Major,Major,2022,May,5,,Action,,Action,No,,Sashi Kiran Tikka,Adivi Sesh,Sobhita Dhulipala,Adivi Sesh,,"Sony Pictures India, G. Mahesh Babu Entertainment",,C,,,32,,64,,,,,,,,,,,,,,,,,hitFlop=4,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1295_janhit_mein_jaari,Janhit Mein Jaari,Janhit Mein Jaari,2022,June,6,,Comedy,,Comedy,No,,Jai Basantu Singh,Nushrratt Bharuccha,,Nushrratt Bharuccha,,"Bhanushali Studios, Think Ink Picturez, Shree Raghav Entertainment, Take 9 Entertainment",,,,,12,,5.12,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1296_ardh,Ardh,Ardh,2022,June,6,,Drama,,Drama,No,,Palash Muchhal,Rajpal Yadav,Rubina Dilaik,Rajpal Yadav,,ZEE5,2.3783,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1297_nikamma,Nikamma,Nikamma,2022,June,6,,Action,,Action,No,,Sabbir Khan,Abhimanyu Dassani,Shirley Setia,Abhimanyu Dassani,,Sony Pictures India,,,,,22,,1.77,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
