film_id,canonical_title,display_title,release_year,release_month,release_month_num,release_date,primary_genre,secondary_genre,all_genres,sequel_flag,remake_flag,director,lead_actor_1,lead_actor_2,cast_list,writer_list,production_house,actor_rank_score,actor_tier_proxy,director_rank_score,director_tier_proxy,budget_cr,budget_usd,worldwide_gross_cr,worldwide_gross_usd,domestic_gross_cr,domestic_gross_usd,opening_day_cr,opening_weekend_cr,runtime_minutes,imdb_id,imdb_rating,content_score_clarity,content_score_novelty,content_score_execution,content_score_originality,content_score_structure,content_score_pacing,content_score_engagement,content_score_authenticity,verdict_raw,financial_data_confidence,is_synthetic,source,data_version,last_updated
BOLLY_2022_1298_jugjugg_jeeyo,Jugjugg Jeeyo,Jugjugg Jeeyo,2022,June,6,,Comedy,,Comedy,No,,Raj Mehta,Anil Kapoor,Neetu Kapoor,Anil Kapoor,,"Viacom18 Studios, Dharma Productions",5.6087,C,,,120,,140.13,,,,,,,,,,,,,,,,,hitFlop=2,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1299_forensic,Forensic,Forensic,2022,June,6,,Thriller,,Thriller,No,,Vishal Furia,Vikrant Massey,Radhika Apte,Vikrant Massey,,ZEE5,,A,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1300_rashtra_kavach_om,Rashtra Kavach Om,Rashtra Kavach Om,2022,July,7,,Action,,Action,No,,Kapil Verma,Aditya Roy Kapur,Sanjana Sanghi,Aditya Roy Kapur,,Zee Studios,,C,,,,,9.01,,,,,,,,,,,,,,,,,,Low,,wikipedia,2.0,2026-07-02
BOLLY_2022_1301_jaadugar,Jaadugar,Jaadugar,2022,July,7,,Drama,,Drama,No,,Sameer Saxena,Jitendra Kumar,Jaaved Jaaferi,Jitendra Kumar,,Netflix,,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1302_judaa_hoke_bhi,Judaa Hoke Bhi,Judaa Hoke Bhi,2022,July,7,,Romance,,Romance,No,,Vikram Bhatt,Akshay Oberoi,Aindrita Ray,Akshay Oberoi,,K Sera Sera Box Office,,D,2.9028,D,,,0.25,,,,,,,,,,,,,,,,,,Low,,wikipedia,2.0,2026-07-02
BOLLY_2022_1303_shabaash_mithu,Shabaash Mithu,Shabaash Mithu,2022,July,7,,Drama,,Drama,No,,Srijit Mukherji,Taapsee Pannu,,Taapsee Pannu,,Viacom18 Studios,,B,,,48,,2.89,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1304_rk_rkay,RK/RKay,RK/RKay,2022,May,5,,Comedy,,Comedy,No,,Rajat Kapoor,Rajat Kapoor,Mallika Sherawat,Rajat Kapoor,,"Nflicks, Mithya Talkies, Priyanshi Films",2.737,D,2.0954,D,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1305_shamshera,Shamshera,Shamshera,2022,July,7,,Action,,Action,No,,Karan Malhotra,Ranbir Kapoor,Sanjay Dutt,Ranbir Kapoor,,Yash Raj Films,7.6986,B,,,150,,63.58,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1306_ek_villain_returns,Ek Villain Returns,Ek Villain Returns,2022,July,7,,Action,,Action,No,,Mohit Suri,John Abraham,Arjun Kapoor,John Abraham,,"T-Series Films, Balaji Motion Pictures",7.1193,D,4.931,D,80,,68.64,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1307_good_luck_jerry,Good Luck Jerry,Good Luck Jerry,2022,July,7,,Comedy,,Comedy,No,,Sidharth Sengupta,Janhvi Kapoor,Deepak Dobriyal,Janhvi Kapoor,,"Lyca Productions, Mahaveer Jain Films, Colour Yellow Productions, Disney+ Hotstar",,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1308_odd_couple,Odd Couple,Odd Couple,2022,August,8,,Comedy,,Comedy,No,,Prashant Johari,Divyenndu,Suchitra Krishnamoorthi,Divyenndu,,Amazon Prime Video,,C,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1309_darlings,Darlings,Darlings,2022,August,8,,Comedy,,Comedy,No,,Jasmeet K Reen,Alia Bhatt,Shefali Shah,Alia Bhatt,,"Red Chillies Entertainment, Netflix",6.9416,C,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1310_laal_singh_chaddha,Laal Singh Chaddha,Laal Singh Chaddha,2022,August,8,,Comedy,,Comedy | Drama | Romance,No,,Advait Chandan,Aamir Khan,Kareena Kapoor,Aamir Khan | Ahmad Ibn Umar | Kareena Kapoor | Hafsa Ashraf,,"Paramount Pictures, Viacom18 Studios",10,A,,,180,,130,,,,,,,tt10028196,5.5,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1311_raksha_bandhan,Raksha Bandhan,Raksha Bandhan,2022,August,8,,Comedy,,Comedy,No,,Aanand L. Rai,Akshay Kumar,Bhumi Pednekar,Akshay Kumar,,"Zee Studios, Colour Yellow Productions, Cape of Good Films",6.3805,C,,,70,,61.61,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1312_dobaaraa,Dobaaraa,Dobaaraa,2022,June,6,,Drama,,Drama,No,,Anurag Kashyap,Taapsee Pannu,Pavail Gulati,Taapsee Pannu,,Balaji Motion Pictures,,B,3.0408,D,30,,6.77,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1313_liger,Liger,Liger,2022,August,8,,Action,,Action,No,,Puri Jagannadh,Vijay Deverakonda,Ananya Pandey,Vijay Deverakonda,,Dharma Productions,,,,,125,,60.8,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1314_holy_cow,Holy Cow,Holy Cow,2022,August,8,,Comedy,,Comedy,No,,Sai Kabir,Sanjay Mishra,Tigmanshu Dhulia,Sanjay Mishra,,K Sera Sera Box Office,2.494,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1315_cuttputlli,Cuttputlli,Cuttputlli,2022,September,9,,Thriller,,Thriller,No,,Ranjit M Tewari,Akshay Kumar,Rakul Preet Singh,Akshay Kumar,,"Pooja Entertainment, Disney+Hotstar",6.3805,C,,,150,,,,,,,,,,,,,,,,,,,,Low,,wikipedia,2.0,2026-07-02
BOLLY_2022_1316_jahaan_chaar_yaar,Jahaan Chaar Yaar,Jahaan Chaar Yaar,2022,September,9,,Comedy,,Comedy,No,,Kamal Pandey,Swara Bhasker,Meher Vij,Swara Bhasker,,Pen Marudhar,,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1317_jogi,Jogi,Jogi,2022,September,9,,Drama,,Drama,No,,Ali Abbas Zafar,Diljit Dosanjh,Kumud Mishra,Diljit Dosanjh,,"AAZ Films, Netflix",,C,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1318_matto_ki_saikil,Matto Ki Saikil,Matto Ki Saikil,2022,September,9,,Drama,,Drama,No,,M. Gani,Prakash Jha,,Prakash Jha,,"Prakash Jha Productions, Shivdeva Films",,B,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1319_middle_class_love,Middle Class Love,Middle Class Love,2022,September,9,,Comedy,,Comedy,No,,Rantnaa Sinha,Kavya Thapar,Eisha Singh,Kavya Thapar,,"Zee Studios, Benaras Media Works",,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1320_saroj_ka_rishta,Saroj Ka Rishta,Saroj Ka Rishta,2022,September,9,,Comedy,,Comedy,No,,Abhishek Saxena,Kumud Mishra,Gaurav Pandey,Kumud Mishra,,"Kapoor Films, Aena Productions, Ambi Abhi Productions, Garg Films",,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1321_siya,Siya,Siya,2022,September,9,,Drama,,Drama,No,,Manish Mundra,Viineet Kumar Singh,,Viineet Kumar Singh,,"Drishyam Films, Panorama Studios",,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1322_atithi_bhooto_bhava,Atithi Bhooto Bhava,Atithi Bhooto Bhava,2022,September,9,,Comedy,,Comedy,No,,Hardik Gajjar,Jackie Shroff,Pratik Gandhi,Jackie Shroff,,"Pen Studios, ZEE5",2.6163,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1323_babli_bouncer,Babli Bouncer,Babli Bouncer,2022,September,9,,Drama,,Drama,No,,Madhur Bhandarkar,Tamannaah,,Tamannaah,,"Star Studios, Junglee Pictures, Disney+ Hotstar",,,3.2787,D,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1324_ishq_pashmina,Ishq Pashmina,Ishq Pashmina,2022,September,9,,Drama,,Drama,No,,Arvind Pandey,Zarina Wahab,,Zarina Wahab,,Panorama Studios,,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1325_plan_a_plan_b,Plan A Plan B,Plan A Plan B,2022,September,9,,Comedy,,Comedy,No,,Shashanka Ghosh,Riteish Deshmukh,Tamannaah,Riteish Deshmukh,,Netflix,,,1.5653,D,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1326_vikram_vedha,Vikram Vedha,Vikram Vedha,2022,September,9,,Action,,Action,No,,Pushkar–Gayathri,Saif Ali Khan,Hrithik Roshan,Saif Ali Khan,,"T-Series Films, Reliance Entertainment, YNOT Studios",5.7211,A,,,100,,135.03,,,,,,,,,,,,,,,,,hitFlop=2,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1327_maja_ma,Maja Ma,Maja Ma,2022,October,10,,Drama,,Drama,No,,Anand Tiwari,Madhuri Dixit,Gajraj Rao,Madhuri Dixit,,Amazon Prime Video,4.8334,C,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1328_goodbye,Goodbye,Goodbye,2022,October,10,,Comedy,,Comedy,No,,Vikas Bahl,Amitabh Bachchan,Neena Gupta,Amitabh Bachchan,,Balaji Motion Pictures,7.0113,B,,,,,9.66,,,,,,,,,,,,,,,,,,Low,,wikipedia,2.0,2026-07-02
BOLLY_2022_1329_nazar_andaaz,Nazar Andaaz,Nazar Andaaz,2022,October,10,,Comedy,,Comedy,No,,Vikrant Deshmukh,Kumud Mishra,Divya Dutta,Kumud Mishra,,T-Series Films,,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1330_doctor_g,Doctor G,Doctor G,2022,October,10,,Comedy,,Comedy,No,,Anubhuti Kashyap,Ayushmann Khurrana,Rakul Preet Singh,Ayushmann Khurrana,,Junglee Pictures,,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1331_ram_setu,Ram Setu,Ram Setu,2022,October,10,,Action,,Action,No,,Abhishek Sharma,Akshay Kumar,Jacqueline Fernandez,Akshay Kumar,,"Amazon Prime Video, Cape of Good Films, Lyca Productions",6.3805,C,,,150,,92.94,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1332_thank_god,Thank God,Thank God,2022,October,10,,Comedy,,Comedy,No,,Indra Kumar,Ajay Devgn,Sidharth Malhotra,Ajay Devgn,,T-Series Films,6.8713,C,4.1206,D,100,,48.92,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1333_tara_vs_bilal,Tara Vs Bilal,Tara Vs Bilal,2022,October,10,,Comedy,,Comedy,No,,Samar Iqbal,Harshvardhan Rane,,Harshvardhan Rane,,T-Series Films,,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1334_phone_bhoot,Phone Bhoot,Phone Bhoot,2022,November,11,,Comedy,,Comedy,No,,Gurmmeet Singh,Katrina Kaif,Ishaan Khatter,Katrina Kaif,,Excel Entertainment,8.9485,C,,,45,,18.73,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1335_double_xl,Double XL,Double XL,2022,November,11,,Comedy,,Comedy,No,,Satramm Ramani,Sonakshi Sinha,Huma Qureshi,Sonakshi Sinha,,T-Series Films,6.9519,A,,,,,1.12,,,,,,,,,,,,,,,,,,Low,,wikipedia,2.0,2026-07-02
BOLLY_2022_1336_mili,Mili,Mili,2022,November,11,,Thriller,,Thriller,No,,Mathukutty Xavier,Janhvi Kapoor,Manoj Pahwa,Janhvi Kapoor,,Zee Studios,,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1337_tadka,Tadka,Tadka,2022,November,11,,Drama,,Drama,No,,Prakash Raj,Nana Patekar,Shriya Saran,Nana Patekar,,ZEE5,4.0525,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1338_rocket_gang,Rocket Gang,Rocket Gang,2022,November,11,,Comedy,,Comedy,No,,Bosco Martis,Aditya Seal,Nikita Dutta,Aditya Seal,,Zee Studios,,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1339_uunchai,Uunchai,Uunchai,2022,November,11,,Drama,,Drama,No,,Sooraj Barjatya,Amitabh Bachchan,Anupam Kher,Amitabh Bachchan,,"Rajshri Productions, Mahaveer Jain Films",7.0113,B,,,,,48.99,,,,,,,,,,,,,,,,,,Low,,wikipedia,2.0,2026-07-02
BOLLY_2022_1340_monica_o_my_darling,"Monica, O My Darling","Monica, O My Darling",2022,November,11,,Comedy,,Comedy,No,,Vasan Bala,Rajkummar Rao,Huma Qureshi,Rajkummar Rao,,Netflix,3.9271,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1341_drishyam_2,Drishyam 2,Drishyam 2,2022,November,11,,Drama,,Drama,No,,Abhishek Pathak,Ajay Devgn,Akshaye Khanna,Ajay Devgn,,"T-Series Films, Viacom18 Studios, Panorama Studios",6.8713,C,,,50,,345,,,,,,,,,,,,,,,,,hitFlop=5,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1342_mister_mummy,Mister Mummy,Mister Mummy,2022,November,11,,Comedy,,Comedy,No,,Shaad Ali,Riteish Deshmukh,Genelia Deshmukh,Riteish Deshmukh,,T-Series Films,,,5.2612,C,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1343_bhediya,Bhediya,Bhediya,2022,November,11,,Comedy,,Comedy,No,,Amar Kaushik,Varun Dhawan,Kriti Sanon,Varun Dhawan,,Maddock Films,4.74,D,,,60,,89.97,,,,,,,,,,,,,,,,,hitFlop=2,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1344_qala,Qala,Qala,2022,December,12,,Drama,,Drama,No,,Anvita Dutt,Tripti Dimri,Swastika Mukherjee,Tripti Dimri,,"Clean Slate Filmz, Netflix",,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1345_an_action_hero,An Action Hero,An Action Hero,2022,December,12,,Action,,Action,No,,Anirudh Iyer,Ayushmann Khurrana,Jaideep Ahlawat,Ayushmann Khurrana,,"T-Series Films, Colour Yellow Productions",,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1346_freddy,Freddy,Freddy,2022,December,12,,Romance,,Romance,No,,Shashanka Ghosh,Kartik Aaryan,Alaya F,Kartik Aaryan,,"Balaji Motion Pictures, Disney+ Hotstar",,,1.5653,D,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1347_india_lockdown,India Lockdown,India Lockdown,2022,December,12,,Drama,,Drama,No,,Madhur Bhandarkar,Shweta Basu Prasad,Aahana Kumra,Shweta Basu Prasad,,"Pen Studios, ZEE5",,,3.2787,D,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1348_salaam_venky,Salaam Venky,Salaam Venky,2022,December,12,,Drama,,Drama,No,,Revathi,Kajol,Vishal Jethwa,Kajol,,"Sony Pictures Releasing International India, Zee Studios",7.2516,B,,,,,1.99,,,,,,,,,,,,,,,,,,Low,,wikipedia,2.0,2026-07-02
BOLLY_2022_1349_vadh,Vadh,Vadh,2022,December,12,,Thriller,,Thriller,No,,Jaspal Singh Sandhu,Sanjay Mishra,Neena Gupta,Sanjay Mishra,,Luv Films,2.494,D,,,,,,,,,,,,,,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1350_maarrich,Maarrich,Maarrich,2022,December,12,,Thriller,,Thriller,No,,Dhruv Lather,Tusshar Kapoor,Naseeruddin Shah,Tusshar Kapoor,,"Tusshar Entertainment House, NH Studioz",3.8353,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1351_blurr,Blurr,Blurr,2022,December,12,,Thriller,,Thriller,No,,Ajay Bahl,Taapsee Pannu,Gulshan Devaiah,Taapsee Pannu,,"Zee Studios, ZEE5",,B,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1352_govinda_naam_mera,Govinda Naam Mera,Govinda Naam Mera,2022,December,12,,Comedy,,Comedy,No,,Shashank Khaitan,Vicky Kaushal,Kiara Advani,Vicky Kaushal,,"Viacom18 Studios, Dharma Productions",,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1353_ajay_wardhan,Ajay Wardhan,Ajay Wardhan,2022,December,12,,Drama,,Drama,No,,Pragati Agarwal,Ruslaan Mumtaz,Arjumman Mughal,Ruslaan Mumtaz,,"Dushyant Corporation, Prasidh Eklavaya Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1354_trahimam,Trahimam,Trahimam,2022,December,12,,Drama,,Drama,No,,Dushyant Pratap Singh,Arshi Khan,Pankaj Berry,Arshi Khan,,Dushyant Corporation,,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2022_1355_cirkus,Cirkus,Cirkus,2022,December,12,,Comedy,,Comedy,No,,Rohit Shetty,Ranveer Singh,Pooja Hegde,Ranveer Singh,,"T-Series Films, Reliance Entertainment",6.0024,C,6.8376,C,150,,61.47,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2022_1356_dedh_lakh_ka_dulha,Dedh Lakh Ka Dulha,Dedh Lakh Ka Dulha,2022,December,12,,Comedy,,Comedy,No,,Abhay Pratap Singh,Akhilendra Mishra,Ishtiyak Khan,Akhilendra Mishra,,KK Films Creations,,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2023_1357_kuttey,Kuttey,Kuttey,2023,January,1,,Action,,Action,No,,Aasmaan Bhardwaj,Arjun Kapoor,Tabu,Arjun Kapoor,,"T-Series Films, Luv Films",6.5059,C,,,80,,4.65,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2023_1358_lakadbaggha,Lakadbaggha,Lakadbaggha,2023,December,12,,Action,,Action,No,,Victor Mukherjee,Anshuman Jha,Riddhi Dogra,Anshuman Jha,,First Ray Films,,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2023_1359_mission_majnu,Mission Majnu,Mission Majnu,2023,January,1,,Action,,Action,No,,Shantanu Bagchi,Sidharth Malhotra,Rashmika Mandanna,Sidharth Malhotra,,"RSVP Movies, Netflix",,C,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2023_1360_chhatriwali,Chhatriwali,Chhatriwali,2023,January,1,,Comedy,,Comedy,No,,Tejas Deoskar,Rakul Preet Singh,Sumeet Vyas,Rakul Preet Singh,,"RSVP Movies, ZEE5",,C,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2023_1361_pathaan,Pathaan,Pathaan,2023,January,1,,Action,,Action | Adventure | Thriller,No,,Siddharth Anand,Shah Rukh Khan,John Abraham,Shah Rukh Khan | Deepika Padukone | John Abraham | Dimple Kapadia,,Yash Raj Films,9.2267,A,5.6148,C,250,,1050.5,,,,,,,tt12844910,7.0,,,,,,,,,hitFlop=5,High,,wikipedia,2.0,2026-07-02
BOLLY_2023_1362_gandhi_godse_ek_yudh,Gandhi Godse – Ek Yudh,Gandhi Godse – Ek Yudh,2023,January,1,,Drama,,Drama,No,,Rajkumar Santoshi,Deepak Antani,Chinmay Mandlekar,Deepak Antani,,PVR Pictures,,,2.744,D,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2023_1363_operation_fryday,Operation Fryday,Operation Fryday,2023,January,1,,Drama,,Drama,No,,Vishram Sawant,Randeep Hooda,,Randeep Hooda,,Tutri Ventures,3.739,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2023_1364_almost_pyaar_with_dj_mohabbat,Almost Pyaar with DJ Mohabbat,Almost Pyaar with DJ Mohabbat,2023,February,2,,Drama,,Drama,No,,Anurag Kashyap,Alaya F,,Alaya F,,Zee Studios,,,3.0408,D,,,0.25,,,,,,,,,,,,,,,,,,Low,,wikipedia,2.0,2026-07-02
BOLLY_2023_1365_faraaz,Faraaz,Faraaz,2023,February,2,,Action,,Action,No,,Hansal Mehta,Zahan Kapoor,Aditya Rawal,Zahan Kapoor,,"T-Series Films, Benaras Media Works",,,1.4466,D,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2023_1366_shiv_shastri_balboa,Shiv Shastri Balboa,Shiv Shastri Balboa,2023,February,2,,Drama,,Drama,No,,Ajayan Venugopalan,Anupam Kher,Neena Gupta,Anupam Kher,,"UFI Motion Pictures, Anupam Kher Studio",3.4477,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2023_1367_the_tenant,The Tenant,The Tenant,2023,February,2,,Drama,,Drama,No,,Sushrut Jain,Shamita Shetty,,Shamita Shetty,,Mad Coolie Productions,,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2023_1368_lost,Lost,Lost,2023,February,2,,Thriller,,Thriller,No,,Aniruddha Roy Chowdhury,Yami Gautam,Rahul Khanna,Yami Gautam,,"Zee Studios, ZEE5",,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2023_1369_shehzada,Shehzada,Shehzada,2023,February,2,,Action,,Action,No,,Rohit Dhawan,Kartik Aaryan,Kriti Sanon,Kartik Aaryan,,"T-Series Films, Allu Entertainment, Haarika & Hassine Creations",,C,,,65,,47.43,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2023_1370_selfiee,Selfiee,Selfiee,2023,February,2,,Action,,Action,No,,Raj Mehta,Akshay Kumar,Emraan Hashmi,Akshay Kumar,,"Star Studios, Dharma Productions, Cape of Good Films",6.3805,C,,,100,,23.63,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2023_1371_rabia_olivia,Rabia & Olivia,Rabia & Olivia,2023,February,2,,Drama,,Drama,No,,Shadab Khan,Sheeba Chadha,,Sheeba Chadha,,Disney+ Hotstar,,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2023_1372_gulmohar,Gulmohar,Gulmohar,2023,March,3,,Drama,,Drama,No,,Rahul V. Chittella,Manoj Bajpayee,Sharmila Tagore,Manoj Bajpayee,,"Star Studios, Disney+ Hotstar",2.1847,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2023_1373_incar,InCar,InCar,2023,March,3,,Drama,,Drama,No,,Harsh Warrdhan,Ritika Singh,,Ritika Singh,,Inbox Pictures,,C,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2023_1374_tu_jhoothi_main_makkaar,Tu Jhoothi Main Makkaar,Tu Jhoothi Main Makkaar,2023,March,3,,Comedy,,Comedy,No,,Luv Ranjan,Ranbir Kapoor,Shraddha Kapoor,Ranbir Kapoor,,"T-Series Films, Luv Films",7.6986,B,,,165,,220.1,,,,,,,,,,,,,,,,,hitFlop=2,High,,wikipedia,2.0,2026-07-02
BOLLY_2023_1375_mrs_chatterjee_vs_norway,Mrs. Chatterjee vs Norway,Mrs. Chatterjee vs Norway,2023,March,3,,Drama,,Drama,No,,Ashima Chibber,Rani Mukerji,,Rani Mukerji,,"Zee Studios, Emmay Entertainment",3.932,D,,,29,,36.53,,,,,,,,,,,,,,,,,hitFlop=2,High,,wikipedia,2.0,2026-07-02
BOLLY_2023_1376_zwigato,Zwigato,Zwigato,2023,March,3,,Drama,,Drama,No,,Nandita Das,Kapil Sharma,Shahana Goswami,Kapil Sharma,,Applause Entertainment,,D,,,,,2,,,,,,,,,,,,,,,,,,Low,,wikipedia,2.0,2026-07-02
BOLLY_2023_1377_am_i_next,Am I Next,Am I Next,2023,March,3,,Drama,,Drama,No,,Rahat Kazmi,Anushka Sen,,Anushka Sen,,"Rahat Kazmi Film Studios, Loop Pool Films, and Piku Art's",,,1.0545,D,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2023_1378_chor_nikal_ke_bhaga,Chor Nikal Ke Bhaga,Chor Nikal Ke Bhaga,2023,March,3,,Drama,,Drama,No,,Ajay Singh,Yami Gautam,Sharad Kelkar,Yami Gautam,,"Maddock Films, Netflix",,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2023_1379_bheed,Bheed,Bheed,2023,March,3,,Drama,,Drama,No,,Anubhav Sinha,Rajkummar Rao,Bhumi Pednekar,Rajkummar Rao,,"Reliance Entertainment, Benaras Media Works",3.9271,D,3.0566,D,,,3.33,,,,,,,,,,,,,,,,,,Low,,wikipedia,2.0,2026-07-02
